0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0.0,-652.0799999999999,423
1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0.0,-652.0799999999999,315
0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0.0,-625.59,100
1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0.0,-625.5899999999999,41
0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0.0,-625.47,85
1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0.0,-625.4699999999998,74
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0.0,-624.46,96
1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0.0,-624.4599999999998,255
1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0.0,-622.4599999999998,50
0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,-622.46,100
0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0.0,-604.99,40
1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0.0,-604.99,10
1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0.0,-603.8799999999999,7
0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0.0,-603.8800000000001,49
0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0.0,-594.7499999999999,21
1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0.0,-594.75,20
1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0.0,-586.7,1
0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0.0,-586.6999999999999,32
0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0,-585.3899999999999,9
1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0.0,-585.3899999999999,14
1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0.0,-576.3,8
0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0.0,-576.3,4
0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0.0,-564.9599999999998,8
1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0.0,-564.96,10
0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0.0,-560.84,2
1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0.0,-560.8399999999999,1
0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-559.12,5
1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0.0,-558.79,3
0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0.0,-558.79,17
1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0.0,-555.8699999999999,1
0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0.0,-555.8699999999999,6
1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0.0,-553.8499999999999,8
1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0.0,-549.8399999999999,1
1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.0,-545.06,10
1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0.0,-544.9000000000001,2
0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0.0,-544.8999999999999,26
1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.0,-543.8699999999999,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0,-543.8700000000001,6
0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0.0,-540.75,7
1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0.0,-540.75,1
0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0.0,-540.61,1
1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0.0,-540.6099999999999,1
0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0.0,-539.6200000000001,2
0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0.0,-537.8299999999999,6
1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0.0,-537.8299999999999,1
0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0.0,-537.26,2
1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.0,-537.2599999999999,2
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.0,-536.79,1
1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0.0,-536.79,1
1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0.0,-536.6899999999999,8
0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0.0,-536.6899999999999,1
0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0.0,-536.25,1
1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0.0,-536.2500000000001,4
0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0.0,-535.54,1
1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0.0,-535.54,2
0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0.0,-535.01,11
1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0.0,-535.0099999999999,1
0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0.0,-531.95,2
0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.0,-529.66,10
1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0.0,-529.4499999999998,1
0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0.0,-529.45,1
0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0.0,-528.44,2
1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0.0,-528.44,4
0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.0,-526.4000000000001,1
1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0.0,-526.3999999999999,1
0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0.0,-525.36,3
1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0.0,-525.3599999999999,1
0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0.0,-523.3000000000001,4
0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-521.9499999999999,2
0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0.0,-521.29,7
0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0.0,-517.68,3
0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0.0,-517.01,1
1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0.0,-515.89,1
0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0.0,-515.49,4
1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0,-515.49,1
0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0.0,-515.4599999999999,1
0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0.0,-513.01,1
0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0.0,-509.86999999999995,1
1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0.0,-504.68999999999994,1
0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0.0,-503.73999999999995,1
0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0.0,-503.65,2
1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0.0,-502.56999999999994,2
0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0.0,-502.5699999999999,1
1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0.0,-502.17999999999995,1
0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0.0,-502.18,1
1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0.0,-497.77,2
0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0.0,-497.6699999999999,1
0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-497.09,3
1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-495.2799999999999,1
1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0.0,-493.85999999999996,1
0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0.0,-489.1500000000001,2
0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-487.72999999999996,1
1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0.0,-484.2499999999999,1
1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0.0,-480.44000000000005,1
0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0.0,-473.47,1
0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.0,-463.30000000000007,1
0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0.0,-460.61,1
0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0.0,-451.01,1
1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0.06666666666666667,-652.0799999999999,1
1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0.06666666666666667,-536.79,1
0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0.0,-438.7199999999999,1
1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0.0,-430.16,1
0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0.0,-425.93,1
1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0.0,-374.78999999999996,1
1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0.0,-303.54999999999995,1
