0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,1,0,0,0,0,0.0,-0.1,9
0,1,0,0,1,0,0.0,-0.1,31
1,1,0,1,1,0,0.0,-0.1,24
0,1,0,0,0,0,0.0,-0.1,17
1,0,1,0,0,1,0.0,-0.1,18
1,0,1,0,1,0,0.0,-0.1,32
1,1,0,0,1,0,0.0,-0.1,25
1,0,1,1,0,1,0.0,-0.1,27
0,0,1,0,0,1,0.0,-0.1,27
0,0,1,0,1,1,0.0,-0.1,56
1,1,0,1,0,0,0.0,-0.1,21
1,1,0,0,0,1,0.0,-0.1,23
1,0,1,1,1,1,0.0,-0.1,57
0,1,0,1,1,1,0.0,-0.1,41
0,0,1,0,1,0,0.0,-0.1,33
0,1,0,1,0,0,0.0,-0.1,21
0,1,0,0,1,1,0.0,-0.1,37
1,0,1,0,1,1,0.0,-0.1,48
0,0,1,0,0,0,0.0,-0.1,24
0,1,0,0,0,1,0.0,-0.1,24
1,0,1,1,0,0,0.0,-0.1,29
0,1,0,1,1,0,0.0,-0.1,34
0,0,1,1,1,1,0.0,-0.1,58
1,0,1,1,1,0,0.0,-0.1,34
1,1,0,1,1,1,0.0,-0.1,32
1,1,0,0,1,1,0.0,-0.1,26
0,0,1,1,0,1,0.0,-0.1,52
1,1,0,1,0,1,0.0,-0.1,25
0,0,1,1,0,0,0.0,-0.1,30
0,0,1,1,1,0,0.0,-0.1,37
0,1,0,1,0,1,0.0,-0.1,26
1,0,1,0,0,0,0.0,-0.1,22
