0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,1,1,1,0,1,0.0,-0.1,30
0,0,1,1,0,0,0.0,-0.1,23
0,0,1,1,0,1,0.0,-0.1,34
0,1,1,1,0,1,0.0,-0.1,32
0,0,0,1,0,1,0.0,-0.1,35
1,1,0,1,0,0,0.0,-0.1,27
1,1,0,1,0,1,0.0,-0.1,26
1,1,1,0,1,1,0.0,-0.1,29
0,1,1,0,1,0,0.0,-0.1,16
0,1,1,1,0,0,0.0,-0.1,20
0,1,0,1,0,0,0.0,-0.1,35
0,1,0,0,1,0,0.0,-0.1,38
1,1,0,0,1,1,0.0,-0.1,46
1,0,1,0,1,0,0.0,-0.1,18
0,0,0,0,1,1,0.0,-0.1,52
1,1,0,0,1,0,0.0,-0.1,30
1,0,1,1,0,1,0.0,-0.1,34
0,0,0,0,1,0,0.0,-0.1,39
1,1,1,0,1,0,0.0,-0.1,33
1,0,1,0,1,1,0.0,-0.1,26
1,0,0,1,0,0,0.0,-0.1,21
0,1,0,0,1,1,0.0,-0.1,33
0,1,0,1,0,1,0.0,-0.1,35
0,0,1,0,1,0,0.0,-0.1,27
1,0,0,0,1,0,0.0,-0.1,25
0,0,0,1,0,0,0.0,-0.1,28
0,0,1,0,1,1,0.0,-0.1,38
1,1,1,1,0,0,0.0,-0.1,30
1,0,0,1,0,1,0.0,-0.1,38
1,0,1,1,0,0,0.0,-0.1,18
1,0,0,0,1,1,0.0,-0.1,49
0,1,1,0,1,1,0.0,-0.1,34
0,0,1,0,0,0,0.0,0.0,1
