0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,chain_break_fraction,energy,num_occurrences
1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0.0,-9.352708653196052,7
1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0.0,-9.352708653196052,12
1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0.0,-9.352698039596747,6
1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0.0,-9.352698039596747,20
0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0.0,-9.350284523688568,11
0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-9.350284523688568,22
0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0.0,-9.350273910089262,20
0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0.0,-9.350273910089262,10
1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0.0,-9.349855147783904,11
1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0.0,-9.349855147783904,16
1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0.0,-9.3498445341846,13
1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0.0,-9.3498445341846,17
0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-9.347431018276419,14
0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0.0,-9.347431018276419,9
0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0.0,-9.347420404677115,8
0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0.0,-9.347420404677115,19
1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0.0,-9.34483234041242,17
1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0.0,-9.34483234041242,13
1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-9.344821726813116,9
1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0.0,-9.344821726813116,10
0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0.0,-9.342408210904935,13
0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0.0,-9.342408210904935,12
0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0.0,-9.34239759730563,12
0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0.0,-9.34239759730563,11
