0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,0,1,0,1,1,0,0.0,-1.1700000000000002,25
1,0,1,0,0,0,1,1,0,1,0,0.0,-1.1700000000000002,32
1,0,1,0,0,0,1,0,1,1,0,0.0,-1.1700000000000002,34
0,1,1,0,0,0,1,1,0,0,1,0.0,-1.1700000000000002,29
1,0,1,0,0,1,0,0,1,0,1,0.0,-1.1700000000000002,22
1,0,1,0,0,1,0,0,1,1,0,0.0,-1.1700000000000002,47
0,1,1,0,0,1,0,0,1,1,0,0.0,-1.1700000000000002,45
0,1,1,0,0,0,1,1,0,1,0,0.0,-1.1700000000000002,30
1,0,1,0,0,1,0,1,0,0,1,0.0,-1.1700000000000002,26
1,0,1,0,0,1,0,1,0,1,0,0.0,-1.1700000000000002,60
1,0,1,0,0,0,1,1,0,0,1,0.0,-1.1700000000000002,24
1,0,1,0,0,0,1,0,1,0,1,0.0,-1.1700000000000002,17
0,1,1,0,0,0,1,0,1,0,1,0.0,-1.1700000000000002,20
0,1,1,0,0,1,0,1,0,1,0,0.0,-1.1700000000000002,45
0,1,1,0,0,1,0,0,1,0,1,0.0,-1.1700000000000002,23
0,1,1,0,0,1,0,1,0,0,1,0.0,-1.1700000000000002,43
0,1,0,1,1,0,1,0,1,0,1,0.0,-1.1684649857951608,9
1,0,0,1,1,0,1,1,0,0,1,0.0,-1.1684649857951608,9
1,0,0,1,1,1,0,0,1,0,1,0.0,-1.1684649857951608,18
0,1,0,1,1,0,1,1,0,1,0,0.0,-1.1684649857951608,22
1,0,0,1,1,0,1,0,1,1,0,0.0,-1.1684649857951608,17
1,0,0,1,1,1,0,1,0,0,1,0.0,-1.1684649857951608,22
1,0,0,1,1,0,1,0,1,0,1,0.0,-1.1684649857951608,17
0,1,0,1,1,1,0,0,1,0,1,0.0,-1.1684649857951608,19
0,1,0,1,1,1,0,1,0,1,0,0.0,-1.1684649857951608,27
0,1,0,1,1,0,1,1,0,0,1,0.0,-1.1684649857951608,15
0,1,0,1,1,0,1,0,1,1,0,0.0,-1.1684649857951608,14
0,1,0,1,1,1,0,0,1,1,0,0.0,-1.1684649857951608,21
1,0,0,1,1,1,0,1,0,1,0,0.0,-1.1684649857951608,33
1,0,0,1,1,1,0,0,1,1,0,0.0,-1.1684649857951608,23
0,1,0,1,1,1,0,1,0,0,1,0.0,-1.1684649857951608,22
1,0,0,1,1,0,1,1,0,1,0,0.0,-1.1684649857951608,17
1,0,0,0,1,0,1,1,0,0,1,0.0,-1.1300000000000001,1
0,1,0,0,1,0,1,0,1,1,0,0.0,-1.1300000000000001,3
0,1,0,0,1,1,0,0,1,0,1,0.0,-1.1300000000000001,3
0,1,0,0,1,1,0,1,0,1,0,0.0,-1.1300000000000001,4
0,1,0,0,1,1,0,1,0,0,1,0.0,-1.1300000000000001,3
0,1,0,0,1,1,0,0,1,1,0,0.0,-1.1300000000000001,6
