0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,1,0.0,-0.18,66
1,0,0,1,1,0,0.0,-0.18,28
1,0,0,1,0,1,0.0,-0.18,40
0,1,1,0,1,0,0.0,-0.18,86
1,0,1,1,1,0,0.0,-0.18,38
1,0,1,0,0,1,0.0,-0.18,72
0,1,0,0,1,0,0.0,-0.18,84
1,0,1,1,0,1,0.0,-0.18,45
0,1,1,1,0,1,0.0,-0.18,72
0,1,1,1,1,0,0.0,-0.18,39
1,0,0,0,1,0,0.0,-0.18,53
0,1,0,1,1,0,0.0,-0.18,42
0,1,0,0,0,1,0.0,-0.18,95
0,1,1,0,0,1,0.0,-0.18,103
1,0,0,0,0,1,0.0,-0.18,73
1,0,1,0,1,0,0.0,-0.18,60
1,0,1,1,1,1,0.0,-0.11214858209004885,1
1,0,1,0,0,0,0.0,-0.11,1
1,0,0,0,0,0,0.0,-0.11,1
0,1,1,1,0,0,0.0,-0.11,1
