0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,1,0.0,-0.19,57
1,0,1,1,0,1,0.0,-0.19,38
0,1,0,0,1,1,0.0,-0.19,58
1,0,0,0,1,0,0.0,-0.19,74
1,0,0,0,1,1,0.0,-0.19,47
1,0,1,1,0,0,0.0,-0.19,55
0,1,0,1,1,0,0.0,-0.19,81
0,1,1,1,0,0,0.0,-0.19,64
0,1,1,1,0,1,0.0,-0.19,64
1,0,1,0,0,1,0.0,-0.19,46
0,1,0,0,1,0,0.0,-0.19,76
1,0,0,1,1,1,0.0,-0.19,46
1,0,1,0,0,0,0.0,-0.19,49
0,1,0,1,1,1,0.0,-0.19,88
1,0,0,1,1,0,0.0,-0.19,93
0,1,1,0,0,0,0.0,-0.19,58
0,1,1,0,1,1,0.0,-0.12736705972552784,1
1,0,1,0,1,1,0.0,-0.12736705972552784,1
1,0,0,1,0,0,0.0,-0.12,1
0,1,0,0,0,1,0.0,-0.12,2
0,0,0,1,1,0,0.0,-0.07,1
