0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,1,1,0.0,-5.456274129329828,370
0,1,1,0,0,0,0,0.0,-5.4539918009120765,254
1,0,0,0,1,1,1,0.0,-5.321808753915886,67
0,1,1,1,0,0,0,0.0,-5.3216082302275485,64
0,1,0,0,1,1,0,0.0,-5.275606245353203,75
1,0,0,1,1,1,0,0.0,-5.272903171548654,65
0,1,1,0,0,0,1,0.0,-5.271801416883227,20
1,0,1,1,0,0,1,0.0,-5.264273803007247,33
0,1,1,0,1,0,0,0.0,-5.195516362923552,10
1,0,0,1,0,1,1,0.0,-5.191452959937827,28
0,1,1,1,0,0,1,0.0,-5.039216969041919,3
1,0,0,0,1,1,0,0.0,-5.038236918977932,4
1,1,0,0,1,1,0,0.14285714285714285,-4.8940739834365425,2
1,1,0,0,1,1,0,0.0,-4.8940739834365425,2
1,0,1,1,0,1,1,0.0,-4.790399326843118,1
1,1,1,0,0,0,0,0.0,-3.8669342191594414,1
1,1,0,1,0,1,1,0.0,-3.0756727255808434,1
