0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,0,1,0,1,0,0.0,-0.21,14
0,0,1,1,1,0,0.0,-0.21,20
1,1,1,1,1,0,0.0,-0.21,19
0,0,1,0,0,0,0.0,-0.21,21
1,0,0,1,1,1,0.0,-0.21,22
0,0,1,1,0,0,0.0,-0.21,21
1,0,0,1,0,1,0.0,-0.21,24
0,1,0,1,0,1,0.0,-0.21,54
1,0,1,0,0,0,0.0,-0.21,14
1,1,1,0,0,0,0.0,-0.21,29
1,0,0,0,0,1,0.0,-0.21,21
1,1,0,0,0,1,0.0,-0.21,44
0,0,0,1,0,1,0.0,-0.21,25
0,1,1,1,0,0,0.0,-0.21,26
0,1,0,1,1,1,0.0,-0.21,53
1,0,0,0,1,1,0.0,-0.21,24
0,0,0,0,0,1,0.0,-0.21,27
1,1,1,1,0,0,0.0,-0.21,26
1,0,1,1,1,0,0.0,-0.21,9
1,1,0,1,0,1,0.0,-0.21,29
1,1,1,0,1,0,0.0,-0.21,46
1,1,0,1,1,1,0.0,-0.21,35
0,0,1,0,1,0,0.0,-0.21,24
0,1,1,0,0,0,0.0,-0.21,37
0,1,0,0,1,1,0.0,-0.21,53
1,0,1,1,0,0,0.0,-0.21,16
0,0,0,0,1,1,0.0,-0.21,41
1,1,0,0,1,1,0.0,-0.21,52
0,0,0,1,1,1,0.0,-0.21,28
0,1,1,0,1,0,0.0,-0.21,50
0,1,0,0,0,1,0.0,-0.21,66
0,1,1,1,1,0,0.0,-0.21,30
