0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,chain_break_fraction,energy,num_occurrences
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0.0,-22.8749303630915,380
1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0.0,-22.866138554148968,262
0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0.0,-22.652307877213808,26
1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0.0,-22.646761313241228,17
0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0.0,-22.601020722240804,112
1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0.0,-22.592828585039708,27
0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0.0,-22.496096298279703,9
1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0.0,-22.495476846010924,1
1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0.0,-22.415525444008914,66
0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0.0,-22.401916857730445,16
0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0.0,-22.392716335097724,1
1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0.0,-22.386191389127905,1
0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0.0,-22.37839823636311,4
1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0.0,-22.37345134413197,3
1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0.0,-22.323072478328044,1
0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-22.317644342899918,2
0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0.0,-22.27347381240201,1
1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0.0,-22.236833947260088,5
0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0.0,-22.226694012830276,1
1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0.0,-22.19290295813122,4
1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0.0,-22.186360662871564,27
0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0.0,-22.182539616822705,4
0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0.0,-22.166246501597886,5
1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0.0,-21.974296868403087,2
0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0.0,-21.96061673122711,3
1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0.0,-21.9130506937623,5
0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0.0,-21.89233686074719,5
1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0.0,-21.81569895473352,1
1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0.0,-21.70098689929383,1
1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0.047619047619047616,-21.136656613196983,1
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0.0,-21.30739991306774,1
1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0.0,-21.30293544247467,1
1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0.0,-21.203047352221,1
0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0.0,-20.68746297760535,1
1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0.0,-20.63440579620032,2
1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0.047619047619047616,-22.592828585039708,1
