0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,1,0.0,-0.2,67
0,0,1,0,1,1,0.0,-0.2,64
1,0,1,0,0,0,0.0,-0.2,71
0,1,0,1,0,1,0.0,-0.2,55
0,1,0,1,1,1,0.0,-0.2,53
0,0,1,0,0,1,0.0,-0.2,58
1,1,0,1,1,0,0.0,-0.2,53
1,1,1,0,0,0,0.0,-0.2,48
1,1,0,1,0,0,0.0,-0.2,59
1,0,0,1,1,0,0.0,-0.2,65
1,0,1,0,1,0,0.0,-0.2,82
0,1,1,0,1,1,0.0,-0.2,52
1,1,1,0,1,0,0.0,-0.2,60
0,0,0,1,1,1,0.0,-0.2,68
1,0,0,1,0,0,0.0,-0.2,58
0,0,0,1,0,1,0.0,-0.2,63
1,1,0,1,0,1,0.0,-0.1494111662044582,2
1,1,1,0,1,1,0.0,-0.1494111662044582,2
1,0,0,1,0,1,0.0,-0.1494111662044582,1
1,0,1,0,0,1,0.0,-0.1494111662044582,4
0,1,0,1,0,0,0.0,-0.14,1
0,0,0,1,0,0,0.0,-0.14,2
0,0,0,1,1,0,0.0,-0.14,2
0,0,1,0,0,0,0.0,-0.14,2
0,1,1,0,1,0,0.0,-0.14,2
0,0,1,0,1,0,0.0,-0.14,2
0,1,1,0,0,0,0.0,-0.14,2
0,1,0,1,1,0,0.0,-0.14,1
0,1,0,0,0,1,0.0,-0.06,1
