0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,1,0,0,0,1,0,0.0,-0.78,92
1,1,0,0,0,0,0,0.0,-0.78,104
1,0,0,0,1,0,1,0.0,-0.7773670597255278,108
1,0,0,0,1,1,1,0.0,-0.7773670597255278,105
0,1,1,1,0,0,0,0.0,-0.7756400760059337,121
0,1,1,1,0,1,0,0.0,-0.7756400760059337,119
0,0,1,1,1,0,1,0.0,-0.7730071357314614,99
0,0,1,1,1,1,1,0.0,-0.7730071357314614,105
0,1,0,1,0,0,0,0.0,-0.71,5
0,1,0,1,0,1,0,0.0,-0.71,8
1,1,1,0,0,1,0,0.0,-0.7082369189779318,10
1,1,1,0,0,0,0,0.0,-0.7082369189779318,13
0,0,0,1,1,0,1,0.0,-0.7073670597255278,8
0,0,0,1,1,1,1,0.0,-0.7073670597255278,9
1,0,1,0,1,1,1,0.0,-0.7056039787034597,6
1,0,1,0,1,0,1,0.0,-0.7056039787034597,10
1,1,0,0,1,0,0,0.0,-0.7012855674176177,2
1,1,0,0,1,1,0,0.0,-0.7012855674176177,6
1,0,0,0,0,1,1,0.0,-0.7,4
1,0,0,0,0,0,1,0.0,-0.7,3
0,1,1,1,1,0,0,0.0,-0.6969256434235513,6
0,1,1,1,1,1,0,0.0,-0.6969256434235513,9
0,0,1,1,0,0,1,0.0,-0.6956400760059336,6
0,0,1,1,0,1,1,0.0,-0.6956400760059336,9
1,0,0,0,1,1,0,0.0,-0.69,9
1,0,0,0,1,0,0,0.0,-0.69,3
1,1,0,0,0,1,1,0.0,-0.6865740629302546,3
0,0,1,1,1,1,0,0.0,-0.6856400760059336,2
0,0,1,1,1,0,0,0.0,-0.6856400760059336,3
0,1,1,1,0,0,1,0.0,-0.6822141389361882,1
0,1,1,1,0,1,1,0.0,-0.6822141389361882,2
0,0,0,1,0,1,1,0.0,-0.63,1
1,1,1,0,1,0,0,0.0,-0.6295224863955495,1
1,0,1,0,1,1,0,0.0,-0.6182369189779319,1
0,1,0,1,0,0,1,0.0,-0.6165740629302545,1
0,1,0,1,0,1,1,0.0,-0.6165740629302545,1
1,1,0,1,0,0,0,0.0,-0.5979317589320194,1
0,0,1,0,1,0,1,0.0,-0.5973670597255278,2
1,0,0,1,1,1,1,0.0,-0.5952988186575473,1
1,0,0,1,1,0,1,0.0,-0.5952988186575473,1
