0,1,2,3,4,5,6,7,chain_break_fraction,energy,num_occurrences
1,1,0,0,1,1,1,0,0.0,-0.47000000000000003,22
1,1,0,0,0,1,0,1,0.0,-0.47000000000000003,18
0,1,0,0,0,1,0,1,0.0,-0.47000000000000003,22
0,1,0,0,0,0,0,1,0.0,-0.47000000000000003,24
1,1,0,0,0,1,1,0,0.0,-0.47000000000000003,22
1,1,0,0,1,1,0,1,0.0,-0.47000000000000003,13
1,1,0,0,0,0,1,0,0.0,-0.47000000000000003,25
0,1,0,0,1,1,1,0,0.0,-0.47000000000000003,38
1,1,0,0,1,0,1,0,0.0,-0.47000000000000003,21
1,1,0,0,0,0,0,1,0.0,-0.47000000000000003,23
0,1,0,0,1,1,0,1,0.0,-0.47000000000000003,26
1,1,0,0,1,0,0,1,0.0,-0.47000000000000003,23
0,1,0,0,0,1,1,0,0.0,-0.47000000000000003,27
0,1,0,0,1,0,0,1,0.0,-0.47000000000000003,36
0,1,0,0,1,0,1,0,0.0,-0.47000000000000003,30
0,1,0,0,0,0,1,0,0.0,-0.47000000000000003,34
0,0,1,1,1,0,0,1,0.0,-0.46419063731391963,30
0,0,1,1,0,1,1,0,0.0,-0.46419063731391963,25
0,0,1,1,1,1,0,1,0.0,-0.46419063731391963,23
1,0,1,1,1,1,1,0,0.0,-0.46419063731391963,14
0,0,1,1,0,1,0,1,0.0,-0.46419063731391963,30
0,0,1,1,0,0,0,1,0.0,-0.46419063731391963,30
1,0,1,1,1,0,0,1,0.0,-0.46419063731391963,22
1,0,1,1,0,0,1,0,0.0,-0.46419063731391963,30
1,0,1,1,0,1,0,1,0.0,-0.46419063731391963,18
0,0,1,1,1,1,1,0,0.0,-0.46419063731391963,21
1,0,1,1,1,0,1,0,0.0,-0.46419063731391963,25
0,0,1,1,1,0,1,0,0.0,-0.46419063731391963,33
1,0,1,1,0,1,1,0,0.0,-0.46419063731391963,19
1,0,1,1,1,1,0,1,0.0,-0.46419063731391963,21
0,0,1,1,0,0,1,0,0.0,-0.46419063731391963,21
1,0,1,1,0,0,0,1,0.0,-0.46419063731391963,23
1,0,0,1,1,0,0,1,0.0,-0.43,3
0,0,0,1,1,1,0,1,0.0,-0.43,5
0,0,0,1,0,1,0,1,0.0,-0.43,8
1,0,0,1,1,1,0,1,0.0,-0.43,9
0,0,0,1,0,0,1,0,0.0,-0.43,7
1,0,0,1,0,1,0,1,0.0,-0.43,7
1,0,0,1,0,1,1,0,0.0,-0.43,5
1,0,0,1,0,0,1,0,0.0,-0.43,8
1,0,0,1,1,0,1,0,0.0,-0.43,5
0,0,0,1,1,0,1,0,0.0,-0.43,8
0,0,0,1,1,1,1,0,0.0,-0.43,5
1,0,0,1,0,0,0,1,0.0,-0.43,4
0,0,0,1,0,0,0,1,0.0,-0.43,11
0,0,0,1,0,1,1,0,0.0,-0.43,8
1,0,0,1,1,1,1,0,0.0,-0.43,6
0,0,0,1,1,0,0,1,0.0,-0.43,10
1,1,1,0,1,1,0,1,0.0,-0.42917405739765846,1
0,1,1,0,0,0,0,1,0.0,-0.42917405739765846,3
0,1,1,0,0,1,0,1,0.0,-0.42917405739765846,2
1,1,1,0,0,1,1,0,0.0,-0.42917405739765846,1
0,1,1,0,1,1,0,1,0.0,-0.42917405739765846,4
0,1,1,0,1,0,0,1,0.0,-0.42917405739765846,3
1,1,1,0,0,0,1,0,0.0,-0.42917405739765846,3
0,1,1,0,0,1,1,0,0.0,-0.42917405739765846,3
1,1,1,0,0,0,0,1,0.0,-0.42917405739765846,3
1,1,1,0,1,0,1,0,0.0,-0.42917405739765846,1
1,1,1,0,0,1,0,1,0.0,-0.42917405739765846,2
0,1,1,0,1,0,1,0,0.0,-0.42917405739765846,8
1,1,1,0,1,0,0,1,0.0,-0.42917405739765846,4
0,1,1,0,0,0,1,0,0.0,-0.42917405739765846,2
0,1,1,0,1,1,1,0,0.0,-0.42917405739765846,7
1,1,1,0,1,1,1,0,0.0,-0.42917405739765846,3
1,1,0,0,1,1,1,1,0.0,-0.4021485820900489,2
0,1,0,0,0,1,1,1,0.0,-0.4021485820900489,2
0,1,0,0,1,1,1,1,0.0,-0.4021485820900489,3
0,1,0,0,0,0,1,1,0.0,-0.4021485820900489,3
0,1,0,0,1,0,1,1,0.0,-0.4021485820900489,1
1,1,0,0,0,0,0,0,0.0,-0.4,1
0,1,0,0,0,0,0,0,0.0,-0.4,1
1,1,0,0,0,1,0,0,0.0,-0.4,3
0,1,0,0,0,1,0,0,0.0,-0.4,2
0,1,0,0,1,0,0,0,0.0,-0.4,4
0,0,1,1,1,1,1,1,0.0,-0.39633921940396843,2
0,0,1,1,1,0,1,1,0.0,-0.39633921940396843,3
0,0,1,1,0,0,1,1,0.0,-0.39633921940396843,1
1,0,1,1,1,1,1,1,0.0,-0.39633921940396843,1
1,0,1,1,0,0,1,1,0.0,-0.39633921940396843,3
1,0,1,1,0,1,1,1,0.0,-0.39633921940396843,1
0,0,1,1,1,0,0,0,0.0,-0.3941906373139196,1
0,0,1,1,0,0,0,0,0.0,-0.3941906373139196,1
1,0,1,1,0,1,0,0,0.0,-0.3941906373139196,1
1,0,1,1,1,0,0,0,0.0,-0.3941906373139196,2
1,0,0,1,0,0,1,1,0.0,-0.36214858209004885,1
1,0,0,1,1,0,1,1,0.0,-0.36214858209004885,1
1,0,0,1,1,0,0,0,0.0,-0.36,1
1,0,0,1,0,1,0,0,0.0,-0.36,1
0,0,0,1,1,0,0,0,0.0,-0.36,2
0,0,0,1,0,0,0,0,0.0,-0.36,1
0,0,0,1,1,1,0,0,0.0,-0.36,1
0,1,1,0,1,0,0,0,0.0,-0.35917405739765845,1
0,1,0,1,0,1,1,0,0.0,-0.32389841039448825,1
1,1,0,1,1,0,1,0,0.0,-0.32389841039448825,1
0,1,0,1,1,0,0,1,0.0,-0.32389841039448825,1
1,1,0,1,0,0,1,0,0.0,-0.32389841039448825,1
0,0,1,0,0,0,1,0,0.0,-0.32,1
