0,1,2,3,chain_break_fraction,energy,num_occurrences
0,1,1,1,0.0,-147.85000000000002,1027
1,0,0,0,0.0,-147.85,924
0,0,0,1,0.0,-88.04,23
1,1,1,0,0.0,-88.03999999999999,20
0,0,1,1,0.0,-47.85000000000001,3
1,1,0,0,0.0,-47.849999999999994,1
0,1,1,0,0.0,-35.889999999999986,1
0,0,0,0,0.0,0.0,1
