0,1,2,3,4,5,6,7,8,9,10,11,12,13,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.0,-364.49,614
1,1,0,0,1,1,0,1,1,0,1,0,1,1,0.0,-364.4899999999999,210
1,0,0,1,0,0,1,1,0,1,1,1,1,0,0.0,-329.59000000000015,53
0,1,1,0,1,1,0,0,1,0,0,0,0,1,0.0,-329.59,189
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0.0,-327.14,109
0,1,1,0,1,1,0,1,1,0,0,0,0,1,0.0,-327.14,123
1,0,0,1,0,0,1,1,0,1,1,1,1,1,0.0,-315.67000000000013,43
0,1,1,0,1,1,0,0,1,0,0,0,0,0,0.0,-315.66999999999996,141
1,0,0,1,0,0,1,0,0,1,1,1,1,1,0.0,-313.21999999999997,52
0,1,1,0,1,1,0,1,1,0,0,0,0,0,0.0,-313.22,84
1,0,1,1,0,0,1,0,0,1,1,1,1,0,0.0,-313.13,38
0,1,0,0,1,1,0,1,1,0,0,0,0,1,0.0,-313.13,29
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.0,-307.0299999999999,34
0,1,1,0,1,1,0,1,1,0,0,0,1,0,0.0,-307.03,31
1,1,0,0,1,1,0,1,1,0,1,0,1,0,0.0,-304.5899999999999,13
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-304.59000000000003,30
1,0,1,1,0,0,1,0,0,1,1,1,1,1,0.0,-299.21,20
0,1,0,0,1,1,0,1,1,0,0,0,0,0,0.0,-299.21000000000004,17
0,0,0,1,0,0,1,0,0,1,1,1,0,0,0.0,-293.63,20
1,1,1,0,1,1,0,1,1,0,0,0,1,1,0.0,-293.63000000000005,11
1,0,1,1,0,0,1,0,0,1,1,1,0,1,0.0,-293.0199999999999,25
0,1,0,0,1,1,0,1,1,0,0,0,1,0,0.0,-293.02,2
1,0,0,1,0,1,1,1,0,1,1,1,1,1,0.0,-286.4699999999999,6
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.0,-286.47,26
1,1,0,0,1,1,0,1,1,0,0,0,1,1,0.0,-279.62000000000006,2
0,0,1,1,0,0,1,0,0,1,1,1,0,0,0.0,-279.62000000000006,9
1,1,0,0,1,0,0,1,1,0,1,0,1,0,0.0,-279.29,4
0,0,1,1,0,1,1,0,0,1,0,1,0,1,0.0,-279.28999999999996,10
1,1,0,0,1,0,0,1,1,0,1,0,1,1,0.0,-274.69,4
0,0,1,1,0,1,1,0,0,1,0,1,0,0,0.0,-274.68999999999994,9
0,0,1,1,0,0,1,0,0,1,0,1,1,0,0.0,-265.28000000000003,2
1,1,0,0,1,1,0,1,1,0,1,0,0,1,0.0,-265.28,2
1,1,0,1,1,0,0,1,1,0,1,0,1,0,0.0,-260.5,2
0,0,1,0,0,1,1,0,0,1,0,1,0,1,0.0,-260.49999999999994,4
1,1,0,1,1,0,0,1,1,0,1,0,1,1,0.0,-255.89999999999992,1
0,0,1,0,0,1,1,0,0,1,0,1,0,0,0.0,-255.89999999999998,3
0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0,-255.52000000000004,2
1,1,0,1,1,1,0,1,1,0,1,0,1,1,0.0,-255.5199999999998,1
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0.0,-253.72999999999996,2
1,0,1,1,0,0,1,0,0,1,1,1,0,0,0.0,-249.97999999999996,1
1,1,0,1,1,1,0,1,1,1,1,0,1,1,0.0,-247.64999999999984,1
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,-247.65,1
0,1,1,0,1,1,0,0,1,0,1,0,0,1,0.0,-241.68,3
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0.0,-240.40999999999997,1
1,0,0,1,0,1,1,1,0,1,1,1,1,0,0.0,-235.88999999999993,1
0,1,1,0,1,0,0,0,1,0,0,0,0,1,0.0,-235.89,1
1,0,1,1,0,0,1,1,0,1,0,1,1,0,0.0,-234.99000000000007,1
1,1,1,0,1,1,0,1,1,0,0,0,1,0,0.0,-233.73000000000002,2
1,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-227.93000000000023,1
1,1,1,1,0,0,1,0,0,1,1,1,1,1,0.0,-223.95000000000005,1
1,1,0,1,1,1,0,1,1,0,1,1,1,1,0.0,-222.4199999999998,1
0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.0,-221.07,1
1,1,0,1,1,1,0,1,1,1,1,1,1,1,0.0,-214.5499999999999,1
0,0,0,1,0,0,1,0,0,1,1,1,1,0,0.0,-194.42000000000002,1
1,1,1,0,1,0,0,0,1,0,1,1,0,1,0.0,-167.10000000000014,1
1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.0,-152.7499999999999,1
0,1,1,0,1,1,0,0,1,0,0,0,1,0,0.0,-125.16000000000004,1
0,0,1,0,0,1,1,0,1,1,0,0,0,1,0.0,-85.17,1
0,0,1,0,0,1,1,0,0,1,1,1,0,1,0.07142857142857142,36.05,1
