0,1,2,3,4,chain_break_fraction,energy,num_occurrences
1,0,0,0,1,0.0,-71.28999999999999,701
0,1,1,1,0,0.0,-71.29,681
1,1,0,0,1,0.0,-60.50999999999999,213
0,0,1,1,0,0.0,-60.510000000000005,242
1,0,0,0,0,0.0,-47.85,72
0,1,1,1,1,0.0,-47.849999999999994,40
1,1,0,0,0,0.0,-34.71,19
0,0,1,1,1,0.0,-34.709999999999994,24
1,1,1,0,1,0.0,-8.829999999999998,3
0,0,0,0,0,0.0,0.0,5
