0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0.0,-558.2,540
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0.0,-558.1999999999999,448
1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0.0,-544.04,216
0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0.0,-544.0400000000001,174
1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0.0,-532.69,95
0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0.0,-532.6899999999999,112
1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0.0,-517.0,69
0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,-517.0,74
1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-513.72,29
0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-513.72,38
0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-496.90000000000003,15
1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-496.9,19
1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0.0,-484.0500000000002,7
0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.0,-484.0499999999999,4
1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0.0,-482.75000000000006,26
0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0.0,-482.7499999999999,14
1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0.0,-465.9099999999998,1
0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0.0,-465.90999999999997,7
0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0.0,-458.79999999999984,5
1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0.0,-458.8000000000001,7
1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0.0,-454.84999999999985,2
0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,-454.85,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,-447.14000000000004,4
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,-447.13999999999953,13
0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0.0,-442.37999999999994,1
1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0.0,-442.37999999999994,1
1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0.0,-441.46,1
1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0.0,-439.75000000000006,1
0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,-429.25,2
1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0.0,-429.25,2
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0.0,-427.2699999999997,1
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,-427.27000000000004,3
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0.0,-425.32,1
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,-423.81,1
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0.0,-423.8099999999997,2
0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0.0,-422.25999999999993,2
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.0,-420.90000000000003,2
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0.0,-420.8999999999996,2
0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0.0,-419.8500000000002,3
1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0.0,-419.84999999999997,1
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,-417.44000000000005,1
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0.0,-417.4399999999996,3
0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0.0,-410.9300000000001,1
0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0.0,-410.3500000000002,3
1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0.0,-410.0600000000002,1
0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0.0,-410.0600000000001,2
0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0.0,-410.01000000000005,1
1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0.0,-410.00999999999993,2
0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0.0,-409.93999999999994,1
1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0.0,-409.9400000000001,1
0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,-403.27000000000004,2
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0.0,-399.62,1
0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0.0,-398.63999999999993,1
0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,-396.89,1
0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0.0,-391.66999999999996,1
1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,-391.66999999999996,1
0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0.0,-390.46,1
1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0.0,-389.6099999999999,1
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0.0,-389.61,2
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0.0,-384.86000000000007,1
0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0.0,-384.42999999999995,1
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,-378.49,1
1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0.0,-378.2600000000001,1
1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0.0,-369.24,1
1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0.0,-367.9499999999997,1
0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0.0,-367.19999999999993,1
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,-361.58000000000004,1
1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0.05263157894736842,-318.68,1
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0.05263157894736842,-318.67999999999995,1
0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0.0,-348.84999999999997,1
1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0.0,-344.43999999999977,1
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0.0,-344.13999999999993,2
0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,-335.95,1
0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0.0,-320.93,1
0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0.0,-318.34000000000003,1
1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0.0,-307.28,1
0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-307.27,1
