0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.0,-500.01,709
1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0.0,-500.01000000000005,408
0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-484.9399999999999,275
1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-484.94,382
1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-451.7999999999998,53
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-451.80000000000007,86
1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0.0,-411.5799999999993,6
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0.0,-411.5800000000001,10
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.0,-402.37,14
1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0.0,-402.36999999999995,11
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.0,-384.69,2
1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0.0,-384.68999999999977,4
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0,-368.27,4
1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0.0,-368.26999999999987,5
0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.0,-361.87,2
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0.0,-357.5600000000001,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0.0,-349.6800000000001,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,-349.68,1
0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0.0,-337.18000000000006,1
1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-312.0599999999999,1
1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0.0,-310.7699999999998,1
0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0.0,-310.77,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,-309.95,3
1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0.0,-301.10999999999984,1
0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0.0,-296.26000000000005,3
0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0.0,-288.61000000000007,1
1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0.0,-286.72999999999996,1
0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-278.7199999999999,1
1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-278.72,1
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0.0,-263.49,2
1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0.0,-263.4899999999998,1
1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.0,-261.7400000000001,1
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0.0,-257.46999999999997,1
1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-245.5799999999998,1
0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.0,-226.03999999999985,1
1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0.0,-220.2900000000003,1
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.0,-189.14999999999995,1
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0.058823529411764705,-411.5800000000001,1
