0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,chain_break_fraction,energy,num_occurrences
1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0.0,-917.3100000000006,782
0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0.0,-917.3100000000002,278
1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0.0,-903.1400000000001,378
0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0.0,-903.1400000000001,83
0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0.0,-866.4200000000001,26
1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0.0,-866.4200000000001,62
0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.0,-863.41,21
1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0.0,-863.4100000000001,20
0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0.0,-860.3400000000001,7
1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0.0,-860.3400000000001,58
1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0.0,-859.5000000000002,39
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,-859.5,18
1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0.0,-850.7500000000003,16
0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0.0,-850.7499999999998,24
1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0.0,-844.5700000000002,12
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,-844.5699999999999,20
1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0.0,-842.8100000000006,21
0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0.0,-842.8100000000002,4
0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0.0,-837.04,4
1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0.0,-837.04,9
1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0.0,-820.6100000000001,5
0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0.0,-820.61,2
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0,-818.2,2
1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0.0,-818.1999999999998,1
0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0.0,-811.0199999999998,1
1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0.0,-811.0200000000002,4
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.0,-807.1000000000001,5
1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0.0,-807.1000000000003,7
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0,-801.7100000000002,3
1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0.0,-801.7100000000005,1
0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0.0,-794.6400000000001,1
1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0.0,-794.6400000000003,7
1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0.0,-790.46,5
0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0.0,-790.46,5
0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.0,-785.28,1
1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0.0,-780.4699999999998,4
1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0.0,-779.8000000000002,1
