0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,0,1,1,0,0,1,0.0,-0.4934675705115592,20
0,0,1,1,1,1,0,0.0,-0.4934675705115592,22
1,0,1,1,1,1,0,0.0,-0.4934675705115592,33
0,0,1,1,1,0,1,0.0,-0.4934675705115592,9
0,0,1,1,1,0,0,0.0,-0.4934675705115592,13
0,0,1,1,0,1,1,0.0,-0.4934675705115592,30
1,0,1,1,0,1,0,0.0,-0.4934675705115592,37
1,0,1,1,1,0,0,0.0,-0.4934675705115592,28
0,0,1,1,1,1,1,0.0,-0.4934675705115592,18
0,0,1,1,0,0,0,0.0,-0.4934675705115592,13
1,0,1,1,1,0,1,0.0,-0.4934675705115592,18
0,0,1,1,0,1,0,0.0,-0.4934675705115592,21
1,0,1,1,1,1,1,0.0,-0.4934675705115592,34
1,0,1,1,0,0,0,0.0,-0.4934675705115592,31
0,0,1,1,0,0,1,0.0,-0.4934675705115592,16
1,0,1,1,0,1,1,0.0,-0.4934675705115592,41
0,1,0,0,0,0,0,0.0,-0.49,26
0,1,0,0,0,1,1,0.0,-0.49,45
0,1,0,0,0,0,1,0.0,-0.49,21
0,1,0,0,1,1,0,0.0,-0.49,30
0,1,0,0,1,0,1,0.0,-0.49,17
1,1,0,0,1,1,1,0.0,-0.49,47
0,1,0,0,1,0,0,0.0,-0.49,31
1,1,0,0,0,1,0,0.0,-0.49,50
1,1,0,0,1,0,1,0.0,-0.49,31
1,1,0,0,0,0,1,0.0,-0.49,41
1,1,0,0,0,0,0,0.0,-0.49,33
0,1,0,0,0,1,0,0.0,-0.49,33
1,1,0,0,0,1,1,0.0,-0.49,45
0,1,0,0,1,1,1,0.0,-0.49,27
1,1,0,0,1,0,0,0.0,-0.49,42
1,1,0,0,1,1,0,0.0,-0.49,54
1,0,0,1,1,0,1,0.0,-0.4,1
0,0,0,1,1,1,1,0.0,-0.4,1
1,0,0,1,0,0,1,0.0,-0.4,1
0,0,0,1,0,1,1,0.0,-0.4,2
1,0,0,1,0,0,0,0.0,-0.4,1
1,0,0,1,1,1,1,0.0,-0.4,1
1,0,0,1,1,1,0,0.0,-0.4,2
1,0,0,1,1,0,0,0.0,-0.4,2
1,0,0,1,0,1,1,0.0,-0.4,4
0,0,0,1,1,0,1,0.0,-0.4,2
0,1,1,0,0,0,0,0.0,-0.3955268810480267,1
1,1,1,0,1,1,1,0.0,-0.3955268810480267,2
1,1,1,0,1,0,0,0.0,-0.3955268810480267,1
0,1,1,0,1,0,1,0.0,-0.3955268810480267,2
0,1,1,0,1,0,0,0.0,-0.3955268810480267,1
0,1,1,0,1,1,1,0.0,-0.3955268810480267,1
1,1,1,0,0,1,1,0.0,-0.3955268810480267,2
1,1,1,0,0,1,0,0.0,-0.3955268810480267,1
1,1,1,0,0,0,0,0.0,-0.3955268810480267,2
0,1,1,0,0,1,0,0.0,-0.3955268810480267,2
1,1,1,0,1,0,1,0.0,-0.3955268810480267,3
0,1,1,0,1,1,0,0.0,-0.3955268810480267,5
0,1,0,1,0,1,1,0.0,-0.3021554503259176,1
1,0,1,0,1,1,0,0.0,-0.3,1
0,0,0,0,0,0,1,0.0,0.0,1
