0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.0,-7.9569371223776155,11
0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0.0,-7.9569371223776155,10
0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0.0,-7.956877221198701,14
0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0.0,-7.956877221198701,23
1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.0,-7.954044568832044,3
1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0.0,-7.954044568832044,7
1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0.0,-7.953984667653131,4
1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0.0,-7.953984667653131,10
0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-7.9537980508300645,14
0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0.0,-7.9537980508300645,15
0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0.0,-7.95373814965115,23
0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0.0,-7.95373814965115,23
0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0.0,-7.952391473567795,15
0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0.0,-7.952391473567795,12
0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-7.952331572388882,18
0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0.0,-7.952331572388882,20
1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0.0,-7.950905497284493,4
1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-7.950905497284493,8
1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0.0,-7.95084559610558,9
