0,1,2,3,4,5,6,7,chain_break_fraction,energy,num_occurrences
1,0,1,0,1,0,1,0,0.0,-1.05,39
0,0,0,0,1,1,1,1,0.0,-1.05,77
1,0,0,0,1,1,0,0,0.0,-1.05,82
1,0,0,0,1,1,1,0,0.0,-1.05,54
1,0,1,0,1,0,0,0,0.0,-1.05,50
0,0,1,0,1,0,1,1,0.0,-1.05,42
0,0,0,0,1,1,0,1,0.0,-1.05,84
0,0,1,0,1,0,0,1,0.0,-1.05,71
1,1,0,1,0,1,1,0,0.0,-1.0473670597255278,38
0,1,1,1,0,0,1,1,0.0,-1.0473670597255278,36
1,1,1,1,0,0,1,0,0.0,-1.0473670597255278,29
1,1,0,1,0,1,0,0,0.0,-1.0473670597255278,69
0,1,0,1,0,1,1,1,0.0,-1.0473670597255278,46
1,1,1,1,0,0,0,0,0.0,-1.0473670597255278,40
0,1,1,1,0,0,0,1,0.0,-1.0473670597255278,52
0,1,0,1,0,1,0,1,0.0,-1.0473670597255278,53
0,0,1,1,1,0,1,1,0.0,-0.9376527273899169,3
0,0,0,1,1,1,1,1,0.0,-0.9376527273899169,6
1,0,0,1,1,1,0,0,0.0,-0.9376527273899169,7
1,0,1,1,1,0,1,0,0.0,-0.9376527273899169,7
0,0,1,1,1,0,0,1,0.0,-0.9376527273899169,10
0,0,0,1,1,1,0,1,0.0,-0.9376527273899169,9
1,0,0,1,1,1,1,0,0.0,-0.9376527273899169,3
1,0,1,1,1,0,0,0,0.0,-0.9376527273899169,9
0,1,1,0,0,0,0,1,0.0,-0.9299999999999999,1
0,1,1,0,0,0,1,1,0.0,-0.9299999999999999,2
0,0,0,1,0,1,0,1,0.0,-0.9299999999999999,6
1,0,1,1,0,0,0,0,0.0,-0.9299999999999999,3
1,0,0,1,0,1,1,0,0.0,-0.9299999999999999,3
1,1,0,0,0,1,1,0,0.0,-0.9299999999999999,2
1,0,0,1,0,1,0,0,0.0,-0.9299999999999999,2
1,1,0,0,0,1,0,0,0.0,-0.9299999999999999,3
1,1,1,0,0,0,1,0,0.0,-0.9299999999999999,2
0,1,0,0,0,1,1,1,0.0,-0.9299999999999999,2
0,1,0,0,0,1,0,1,0.0,-0.9299999999999999,4
0,0,0,1,0,1,1,1,0.0,-0.9299999999999999,2
0,0,1,1,0,0,0,1,0.0,-0.9299999999999999,4
1,0,1,1,0,0,1,0,0.0,-0.9299999999999999,1
0,0,1,1,0,0,1,1,0.0,-0.9299999999999999,5
1,1,1,0,0,0,0,0,0.0,-0.9299999999999999,2
1,1,1,0,1,0,0,0,0.0,-0.9273093660611023,1
1,1,0,0,1,1,1,0,0.0,-0.9273093660611023,1
0,1,0,0,1,1,1,1,0.0,-0.9273093660611023,4
0,1,1,0,1,0,1,1,0.0,-0.9273093660611023,2
0,1,0,0,1,1,0,1,0.0,-0.9273093660611023,5
0,1,1,0,1,0,0,1,0.0,-0.9273093660611023,7
1,1,1,0,1,0,1,0,0.0,-0.9273093660611023,2
1,1,0,0,1,1,0,0,0.0,-0.9273093660611023,7
0,1,1,1,0,0,0,0,0.0,-0.8173670597255278,2
0,1,0,1,0,1,1,0,0.0,-0.8173670597255278,1
1,0,1,0,1,0,0,1,0.0,-0.817227375988696,3
1,1,0,1,0,1,0,1,0.0,-0.8145944357142239,1
1,1,1,1,0,0,0,1,0.0,-0.8145944357142239,2
0,0,0,1,1,1,1,0,0.0,-0.7076527273899169,1
1,1,1,0,0,0,0,1,0.0,-0.697227375988696,1
