0,1,2,3,4,5,6,7,8,9,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,1,1,0,1,0,0.0,-1.25,13
1,0,1,0,0,1,0,1,0,1,0.0,-1.25,42
1,0,1,0,0,0,1,0,0,1,0.0,-1.25,25
0,1,1,0,0,0,1,0,0,1,0.0,-1.25,33
1,0,1,0,0,0,0,1,0,1,0.0,-1.25,41
1,0,1,0,0,0,0,1,1,0,0.0,-1.25,32
1,0,1,0,0,1,1,0,1,0,0.0,-1.25,16
1,0,1,0,0,0,1,0,1,0,0.0,-1.25,18
0,1,1,0,0,1,0,1,0,1,0.0,-1.25,28
0,1,1,0,0,1,1,0,0,1,0.0,-1.25,19
0,1,1,0,0,1,0,1,1,0,0.0,-1.25,19
0,1,1,0,0,0,0,1,0,1,0.0,-1.25,30
0,1,1,0,0,0,1,0,1,0,0.0,-1.25,12
1,0,1,0,0,1,1,0,0,1,0.0,-1.25,15
1,0,1,0,0,1,0,1,1,0,0.0,-1.25,16
0,1,1,0,0,0,0,1,1,0,0.0,-1.25,26
1,0,0,1,1,1,0,1,0,1,0.0,-1.2441906373139198,26
1,0,0,1,1,0,1,0,0,1,0.0,-1.2441906373139198,25
0,1,0,1,1,0,0,1,0,1,0.0,-1.2441906373139198,28
1,0,0,1,1,0,0,1,1,0,0.0,-1.2441906373139198,33
1,0,0,1,1,0,1,0,1,0,0.0,-1.2441906373139198,19
1,0,0,1,1,1,1,0,0,1,0.0,-1.2441906373139198,28
1,0,0,1,1,0,0,1,0,1,0.0,-1.2441906373139198,30
0,1,0,1,1,1,0,1,1,0,0.0,-1.2441906373139198,23
0,1,0,1,1,0,1,0,0,1,0.0,-1.2441906373139198,18
0,1,0,1,1,0,0,1,1,0,0.0,-1.2441906373139198,31
0,1,0,1,1,0,1,0,1,0,0.0,-1.2441906373139198,26
0,1,0,1,1,1,1,0,1,0,0.0,-1.2441906373139198,16
1,0,0,1,1,1,0,1,1,0,0.0,-1.2441906373139198,28
0,1,0,1,1,1,0,1,0,1,0.0,-1.2441906373139198,31
1,0,0,1,1,1,1,0,1,0,0.0,-1.2441906373139198,21
0,1,0,1,1,1,1,0,0,1,0.0,-1.2441906373139198,20
1,0,0,0,1,1,1,0,1,0,0.0,-1.21,3
1,0,0,0,1,0,0,1,1,0,0.0,-1.21,6
0,1,0,0,1,0,0,1,1,0,0.0,-1.21,5
0,1,0,0,1,0,1,0,0,1,0.0,-1.21,2
0,1,0,0,1,1,0,1,1,0,0.0,-1.21,8
1,0,0,0,1,0,1,0,0,1,0.0,-1.21,5
1,0,0,0,1,0,0,1,0,1,0.0,-1.21,17
0,1,0,0,1,0,0,1,0,1,0.0,-1.21,10
1,0,0,0,1,0,1,0,1,0,0.0,-1.21,8
1,0,0,0,1,1,0,1,1,0,0.0,-1.21,11
0,1,0,0,1,1,0,1,0,1,0.0,-1.21,16
1,0,0,0,1,1,0,1,0,1,0.0,-1.21,18
0,1,0,0,1,1,1,0,1,0,0.0,-1.21,2
0,1,0,0,1,0,1,0,1,0,0.0,-1.21,6
0,1,0,0,1,1,1,0,0,1,0.0,-1.21,5
1,0,0,0,1,1,1,0,0,1,0.0,-1.21,8
1,0,1,1,0,1,0,1,0,1,0.0,-1.2091740573976584,3
0,1,1,1,0,1,0,1,0,1,0.0,-1.2091740573976584,5
1,0,1,1,0,0,1,0,1,0,0.0,-1.2091740573976584,3
1,0,1,1,0,0,1,0,0,1,0.0,-1.2091740573976584,3
1,0,1,1,0,1,1,0,0,1,0.0,-1.2091740573976584,6
0,1,1,1,0,1,1,0,0,1,0.0,-1.2091740573976584,7
1,0,1,1,0,1,0,1,1,0,0.0,-1.2091740573976584,3
0,1,1,1,0,1,1,0,1,0,0.0,-1.2091740573976584,3
1,0,1,1,0,1,1,0,1,0,0.0,-1.2091740573976584,2
0,1,1,1,0,0,0,1,1,0,0.0,-1.2091740573976584,4
0,1,1,1,0,1,0,1,1,0,0.0,-1.2091740573976584,3
1,0,1,1,0,0,0,1,1,0,0.0,-1.2091740573976584,5
0,1,1,1,0,0,0,1,0,1,0.0,-1.2091740573976584,8
0,1,1,1,0,0,1,0,1,0,0.0,-1.2091740573976584,6
1,0,1,1,0,0,0,1,0,1,0.0,-1.2091740573976584,3
0,1,1,1,0,0,1,0,0,1,0.0,-1.2091740573976584,3
1,0,1,0,1,1,1,0,1,0,0.0,-1.1038984103944882,1
0,1,1,0,1,1,0,1,0,1,0.0,-1.1038984103944882,1
1,0,1,0,1,0,1,0,0,1,0.0,-1.1038984103944882,2
1,0,1,0,1,0,0,1,0,1,0.0,-1.1038984103944882,3
1,0,0,1,0,0,0,1,1,0,0.0,-1.1,1
0,1,0,1,0,0,0,1,1,0,0.0,-1.1,1
1,0,0,1,0,0,1,0,1,0,0.0,-1.1,1
1,0,0,1,0,0,1,0,0,1,0.0,-1.1,1
1,0,1,0,0,1,1,0,1,1,0.0,-1.0182286253350135,1
1,0,0,1,1,0,0,1,0,0,0.0,-1.0041906373139198,1
0,0,0,1,1,0,0,1,1,0,0.0,-0.9141906373139197,1
0,0,0,1,1,1,0,1,1,0,0.0,-0.9141906373139197,1
