0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,1,1,0,0,1,0,0.0,-0.62,90
1,1,1,0,0,0,1,0.0,-0.62,66
0,1,0,0,0,1,0,0.0,-0.62,124
1,1,0,0,0,1,0,0.0,-0.62,111
0,1,1,0,0,1,0,0.0,-0.62,73
0,1,1,0,0,0,1,0.0,-0.62,66
0,1,0,0,0,0,1,0.0,-0.62,87
1,1,0,0,0,0,1,0.0,-0.62,113
0,0,1,1,1,1,0,0.0,-0.6156400760059336,23
1,0,0,1,1,0,1,0.0,-0.6156400760059336,27
1,0,1,1,1,1,0,0.0,-0.6156400760059336,18
1,0,1,1,1,0,1,0.0,-0.6156400760059336,16
0,0,1,1,1,0,1,0.0,-0.6156400760059336,17
0,0,0,1,1,1,0,0.0,-0.6156400760059336,24
0,0,0,1,1,0,1,0.0,-0.6156400760059336,22
1,0,0,1,1,1,0,0.0,-0.6156400760059336,31
0,0,1,0,1,0,1,0.0,-0.55,1
1,0,1,0,1,1,0,0.0,-0.55,3
1,0,1,0,1,0,1,0.0,-0.55,2
0,0,0,0,1,1,0,0.0,-0.55,4
1,0,0,0,1,1,0,0.0,-0.55,12
0,0,1,0,1,1,0,0.0,-0.55,2
0,0,0,0,1,0,1,0.0,-0.55,6
1,0,0,0,1,0,1,0.0,-0.55,6
0,1,1,1,0,1,0,0.0,-0.5482369189779319,4
1,1,0,1,0,0,1,0.0,-0.5482369189779319,4
1,1,0,1,0,1,0,0.0,-0.5482369189779319,3
0,1,0,1,0,1,0,0.0,-0.5482369189779319,5
1,1,1,1,0,1,0,0.0,-0.5482369189779319,5
0,1,1,1,0,0,1,0.0,-0.5482369189779319,7
0,1,0,1,0,0,1,0.0,-0.5482369189779319,10
1,1,1,1,0,0,1,0.0,-0.5482369189779319,4
1,1,0,0,0,0,0,0.0,-0.48,1
0,1,0,0,0,0,0,0.0,-0.48,2
1,1,1,0,0,0,0,0.0,-0.48,2
0,1,1,0,0,0,0,0.0,-0.48,1
1,1,1,0,0,1,1,0.0,-0.47177116616843456,1
0,1,0,0,0,1,1,0.0,-0.47177116616843456,1
1,1,0,0,0,1,1,0.0,-0.47177116616843456,2
0,0,0,1,1,1,1,0.0,-0.4674112421743682,1
1,1,0,0,1,0,1,0.0,-0.4379317589320195,1
1,1,1,0,1,1,0,0.0,-0.4379317589320195,1
0,1,0,0,1,0,1,0.0,-0.4379317589320195,1
