0,1,2,3,4,5,6,7,8,9,10,11,12,13,chain_break_fraction,energy,num_occurrences
1,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0,-189.16,324
0,0,1,1,1,1,1,0,1,1,0,1,1,1,0.0,-189.16000000000003,703
1,1,0,1,0,0,0,1,0,1,1,0,0,0,0.0,-171.31,100
0,0,1,0,1,1,1,0,1,0,0,1,1,1,0.0,-171.31,285
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0,-166.25,58
1,0,1,1,1,1,1,0,1,1,0,1,1,1,0.0,-166.2500000000001,72
1,1,1,0,0,0,0,1,0,0,1,0,0,0,0.0,-162.35,38
0,0,0,1,1,1,1,0,1,1,0,1,1,1,0.0,-162.35000000000002,71
0,1,0,1,0,0,0,1,0,1,1,0,0,0,0.0,-148.39999999999998,17
1,0,1,0,1,1,1,0,1,0,0,1,1,1,0.0,-148.40000000000003,22
0,0,0,0,1,1,1,0,1,0,0,1,1,1,0.0,-144.49999999999994,28
1,1,1,1,0,0,0,1,0,1,1,0,0,0,0.0,-144.5,10
1,0,0,1,1,0,1,1,0,1,0,0,0,1,0.0,-142.52,22
0,1,1,0,0,1,0,0,1,0,1,1,1,0,0.0,-142.51999999999998,65
0,0,1,1,1,1,1,0,1,1,0,1,0,1,0.0,-140.96000000000004,12
1,1,0,0,0,0,0,1,0,0,1,0,1,0,0.0,-140.95999999999998,10
0,1,1,0,0,0,0,1,0,0,1,0,0,0,0.0,-139.44,3
1,0,0,1,1,1,1,0,1,1,0,1,1,1,0.0,-139.44000000000005,7
1,0,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-124.66999999999999,14
0,1,1,1,0,1,0,0,1,1,1,1,1,0,0.0,-124.66999999999997,20
1,1,0,1,0,0,0,1,0,1,1,0,1,0,0.0,-123.11,4
0,0,1,0,1,1,1,0,1,0,0,1,0,1,0.0,-123.11000000000001,4
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-122.91,3
0,1,1,1,1,1,1,0,1,1,1,1,1,1,0.0,-122.9100000000001,19
1,0,0,0,1,1,1,0,1,0,0,1,1,1,0.0,-121.58999999999999,2
0,1,1,1,0,0,0,1,0,1,1,0,0,0,0.0,-121.58999999999997,2
0,0,0,1,1,0,1,1,0,1,0,0,0,1,0.0,-119.61000000000004,9
1,1,1,0,0,1,0,0,1,0,1,1,1,0,0.0,-119.61000000000003,3
0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.0,-118.05,2
1,0,1,1,1,1,1,0,1,1,0,1,0,1,0.0,-118.0500000000001,2
1,0,1,1,1,0,1,1,0,1,0,0,0,1,0.0,-115.71000000000001,3
0,1,0,0,0,1,0,0,1,0,1,1,1,0,0.0,-115.71,5
1,1,1,0,0,0,0,1,0,0,1,0,1,0,0.0,-114.14999999999999,1
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,-109.62,1
0,1,1,1,0,1,1,0,1,1,1,1,1,0,0.0,-109.61999999999996,7
0,0,1,1,1,1,1,0,1,1,0,1,1,0,0.0,-107.97000000000004,2
0,1,1,0,1,1,1,0,1,0,1,1,1,1,0.0,-105.06000000000002,7
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-101.76000000000002,1
1,1,1,1,0,1,0,0,1,1,1,1,1,0,0.0,-101.76,4
1,0,1,0,1,1,1,0,1,0,0,1,0,1,0.0,-100.20000000000005,2
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.0,-100.00000000000013,1
0,0,1,1,1,1,1,0,1,1,0,0,1,1,0.0,-99.34000000000005,2
1,0,1,1,1,1,1,0,0,1,0,0,0,1,0.0,-97.27000000000004,2
0,1,0,0,0,0,0,1,1,0,1,1,1,0,0.0,-97.27,2
1,1,0,0,0,0,0,1,0,1,1,0,0,0,0.0,-96.5,1
0,1,0,1,1,1,1,0,1,1,1,1,1,1,0.0,-96.10000000000004,1
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0.0,-94.32,2
0,0,1,1,1,0,1,1,0,1,0,0,0,1,0.0,-92.79999999999995,1
1,1,0,0,0,1,0,0,1,0,1,1,1,0,0.0,-92.80000000000003,2
0,1,1,0,0,1,1,0,1,0,1,1,1,0,0.0,-91.77,2
0,0,1,0,1,1,1,0,1,0,0,1,1,0,0.0,-90.12000000000002,1
0,0,1,1,1,1,1,1,1,1,0,1,1,1,0.0,-89.16000000000004,1
0,0,1,1,1,1,1,0,1,1,1,1,1,1,0.0,-89.15999999999998,1
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,-86.70999999999998,1
1,0,1,1,1,1,1,0,1,1,0,1,1,0,0.0,-85.0600000000001,1
0,1,0,1,0,1,1,0,1,1,1,1,1,0,0.0,-82.80999999999999,1
0,0,1,0,1,1,1,0,1,0,0,0,1,1,0.0,-81.49000000000002,1
1,1,1,0,0,0,0,1,0,0,1,0,0,1,0.0,-81.16,1
0,1,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-76.46999999999997,1
1,1,0,1,1,1,1,0,1,1,1,1,1,1,0.0,-73.18999999999996,1
0,0,1,0,1,1,1,0,1,0,1,1,1,1,0.0,-71.31000000000002,1
0,0,1,0,1,1,1,1,1,0,0,1,1,1,0.0,-71.31000000000002,1
1,1,1,0,0,1,1,0,1,0,1,1,1,0,0.0,-68.86000000000003,1
0,0,0,0,1,1,1,0,1,0,0,1,1,0,0.0,-63.30999999999996,1
1,0,0,0,1,0,0,1,0,0,0,0,1,1,0.0,-61.42,1
1,1,0,0,1,0,1,1,0,0,1,0,0,1,0.0,-58.41999999999999,1
1,1,1,1,1,1,1,0,1,1,1,1,0,1,0.0,-51.800000000000125,1
1,1,0,0,0,0,1,1,0,0,1,0,0,0,0.0,-45.129999999999995,1
0,0,1,1,1,1,0,0,1,1,0,1,1,1,0.0,-45.13000000000001,1
1,1,1,1,1,1,1,0,0,1,1,0,0,1,0.0,-31.020000000000067,1
