0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0.0,-189.16,298
1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.0,-189.15999999999997,266
1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0.0,-182.19000000000003,136
0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0.0,-182.18999999999994,272
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,-171.31,148
1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.0,-171.30999999999992,79
0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.0,-166.24999999999994,41
1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0.0,-166.25000000000003,34
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,-164.34,79
0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.0,-164.3399999999999,77
1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0.0,-162.34999999999988,58
0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,-162.35000000000002,51
1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0.0,-159.27999999999997,42
0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0.0,-159.28,10
1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-155.38,25
0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.0,-155.37999999999997,41
0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.0,-148.39999999999995,9
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,-148.4,18
1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0.0,-144.49999999999994,5
0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0.0,-144.50000000000003,28
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,-142.51999999999998,18
0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.0,-142.51999999999998,13
1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.0,-141.42999999999992,9
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,-141.43,6
1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0.0,-140.95999999999998,14
0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0.0,-140.96,17
1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,-139.44,6
0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0.0,-139.4399999999999,8
