0,1,2,3,4,5,6,7,8,9,10,11,12,chain_break_fraction,energy,num_occurrences
0,0,0,0,1,0,0,0,1,0,0,1,0,0.0,-189.16,667
1,1,1,1,0,1,1,1,0,1,1,0,1,0.0,-189.16,459
0,0,0,1,1,0,0,0,1,1,0,1,0,0.0,-171.31,138
1,1,1,0,0,1,1,1,0,0,1,0,1,0.0,-171.30999999999997,271
1,0,0,0,1,0,0,0,1,0,0,1,0,0.0,-166.25,74
0,1,1,1,0,1,1,1,0,1,1,0,1,0.0,-166.25000000000003,75
0,0,1,0,1,0,0,0,1,0,0,1,0,0.0,-162.35,68
1,1,0,1,0,1,1,1,0,1,1,0,1,0.0,-162.35,53
0,1,1,0,0,1,1,1,0,0,1,0,1,0.0,-148.39999999999998,37
1,0,0,1,1,0,0,0,1,1,0,1,0,0.0,-148.39999999999998,12
0,0,1,1,1,0,0,0,1,1,0,1,0,0.0,-144.5,10
1,1,0,0,0,1,1,1,0,0,1,0,1,0.0,-144.49999999999997,27
0,0,0,0,1,0,0,1,1,0,0,1,0,0.0,-142.51999999999998,8
1,1,1,1,0,1,1,0,0,1,1,0,1,0.0,-142.51999999999998,12
1,0,1,0,1,0,0,0,1,0,0,1,0,0.0,-139.44,5
0,1,0,1,0,1,1,1,0,1,1,0,1,0.0,-139.43999999999997,4
1,1,1,0,0,1,1,0,0,0,1,0,1,0.0,-124.66999999999997,3
0,0,0,1,1,0,0,1,1,1,0,1,0,0.0,-124.66999999999999,6
0,1,0,0,1,0,0,0,1,0,1,1,0,0.0,-122.91,7
1,0,1,1,0,1,1,1,0,1,0,0,1,0.0,-122.91,19
0,1,0,0,0,1,1,1,0,0,1,0,1,0.0,-121.59,1
1,1,0,1,0,1,1,0,0,1,1,0,1,0.0,-115.71,1
1,0,1,1,1,1,1,1,0,1,0,0,1,0.0,-109.62000000000003,3
1,1,1,0,0,1,0,1,0,0,1,0,0,0.0,-107.97,4
0,0,0,1,1,0,1,0,1,1,0,1,1,0.0,-107.96999999999994,4
0,1,0,1,1,0,0,0,1,1,1,1,0,0.0,-105.06,2
1,0,1,0,0,1,1,1,0,0,0,0,1,0.0,-105.05999999999997,1
1,0,0,1,1,0,0,1,1,1,0,1,0,0.0,-101.75999999999999,1
0,1,1,0,0,1,1,0,0,0,1,0,1,0.0,-101.75999999999998,1
1,1,0,0,1,0,0,0,1,0,1,1,0,0.0,-100.0,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,-99.34,1
1,1,1,1,0,1,1,1,0,1,1,1,1,0.0,-99.34,3
0,0,1,1,1,0,0,1,1,1,0,1,0,0.0,-97.86,1
0,0,0,0,1,0,0,0,1,0,0,1,1,0.0,-97.27,1
1,1,1,1,0,1,1,1,0,1,1,0,0,0.0,-97.27,1
1,0,1,0,1,1,1,1,0,0,0,0,1,0.0,-91.76999999999998,1
0,0,0,0,1,0,1,0,1,0,0,1,1,0.0,-90.11999999999998,1
0,0,0,0,1,0,0,0,1,0,1,1,0,0.0,-89.16,2
0,0,1,1,1,1,1,1,1,1,0,1,1,0.0,-89.16,1
1,1,1,1,0,1,1,1,0,1,0,0,1,0.0,-89.15999999999997,1
0,1,1,0,0,1,0,1,0,0,1,0,0,0.0,-85.06,2
0,0,1,0,0,1,1,1,0,0,0,0,1,0.0,-82.14999999999998,2
0,0,0,1,1,0,0,0,1,0,0,1,0,0.0,-78.64999999999999,1
0,1,0,0,1,0,0,1,1,0,1,1,0,0.0,-76.27,1
1,1,0,1,0,0,0,0,0,1,1,0,0,0.0,-71.30999999999999,1
0,0,1,0,1,1,1,1,1,0,0,1,1,0.0,-71.30999999999997,1
1,0,1,1,1,1,1,1,1,1,0,1,1,0.0,-66.25000000000003,1
1,0,0,0,1,1,1,1,0,0,0,0,1,0.0,-64.96000000000001,1
1,0,0,1,1,0,0,0,1,0,0,1,0,0.0,-55.739999999999995,1
0,0,0,1,0,0,0,0,1,1,0,1,0,0.0,-25.519999999999982,1
0,1,0,0,0,0,1,1,1,0,1,0,1,0.0,125.87999999999997,1
