0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0.0,-253.06000000000003,215
1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.0,-253.05999999999997,674
1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0,-239.23,115
0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0.0,-239.23000000000005,232
1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0.0,-239.22,38
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.0,-239.22,154
0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0.0,-229.15,44
1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.0,-229.15,39
0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0,-225.39,23
1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0.0,-225.39000000000001,45
1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0.0,-220.85,116
0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0.0,-220.85,25
1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0,-215.32,5
0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0.0,-215.32000000000008,9
0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.0,-215.31,8
1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0.0,-215.30999999999997,5
0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0.0,-207.02,28
1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0.0,-207.02,21
1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0.0,-207.01000000000002,3
0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0.0,-207.01000000000002,40
1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0,-202.47999999999996,12
0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0.0,-202.48000000000002,3
1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0.0,-201.48000000000005,1
0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0,-201.48,1
1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0.0,-201.04,13
0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0.0,-201.04,6
0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0.0,-199.08,1
1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.0,-199.08,4
1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0.0,-196.93999999999997,5
0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0.0,-196.93999999999997,2
1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0.0,-193.45999999999998,1
1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0.0,-193.17999999999998,5
0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0.0,-193.17999999999998,7
0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0.0,-188.65000000000006,1
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0,-188.64,2
0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0.0,-187.21000000000004,3
1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0.0,-187.21,5
0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0.0,-187.20000000000002,5
1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0.0,-187.14999999999998,4
0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0.0,-187.15,3
1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0,-185.25,1
1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0.0,-183.11000000000004,2
0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0.0,-183.1,2
0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0.0,-179.63000000000005,2
1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0.0,-179.63,2
1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0,-178.57,1
0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0.0,-178.57000000000002,1
0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0.0,-177.13,1
1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0.0,-177.13000000000002,2
1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0.0,-174.81000000000003,1
