0,1,2,3,4,5,6,7,8,9,10,11,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,0,1,1,0,0,1,0.0,-2.8282369189779315,14
0,0,1,1,0,0,0,0,0,1,1,0,0.0,-2.828236918977932,7
0,0,1,1,0,0,1,0,1,0,0,1,0.0,-2.8282369189779315,12
0,0,1,1,0,0,1,0,0,1,1,0,0.0,-2.828236918977932,9
1,0,1,1,0,0,0,0,0,1,1,0,0.0,-2.828236918977932,16
1,0,1,1,0,0,0,0,1,0,0,1,0.0,-2.8282369189779315,15
1,0,1,1,0,0,1,0,0,1,1,0,0.0,-2.828236918977932,11
1,0,1,1,0,0,0,1,0,1,1,0,0.0,-2.828236918977932,17
1,0,1,1,0,0,1,0,1,0,0,1,0.0,-2.8282369189779315,10
0,0,1,1,0,0,0,1,0,1,1,0,0.0,-2.828236918977932,21
0,0,1,1,0,0,1,1,1,0,0,1,0.0,-2.8282369189779315,14
1,0,1,1,0,0,1,1,1,0,0,1,0.0,-2.8282369189779315,17
0,0,1,1,0,0,1,1,0,1,1,0,0.0,-2.828236918977932,11
1,0,1,1,0,0,0,1,1,0,0,1,0.0,-2.8282369189779315,13
0,0,1,1,0,0,0,0,1,0,0,1,0.0,-2.8282369189779315,18
1,0,1,1,0,0,1,1,0,1,1,0,0.0,-2.828236918977932,11
1,1,0,0,1,1,0,0,1,0,0,1,0.0,-2.827683437825378,7
1,1,0,0,1,1,0,1,1,0,0,1,0.0,-2.827683437825378,7
1,1,0,0,1,1,0,1,0,1,1,0,0.0,-2.8276834378253777,11
1,1,0,0,1,1,1,1,0,1,1,0,0.0,-2.8276834378253777,5
1,1,0,0,1,1,1,1,1,0,0,1,0.0,-2.827683437825378,13
1,1,0,0,1,1,0,0,0,1,1,0,0.0,-2.8276834378253777,6
1,1,0,0,1,1,1,0,0,1,1,0,0.0,-2.8276834378253777,6
0,1,0,0,1,1,1,0,1,0,0,1,0.0,-2.827683437825378,8
0,1,0,0,1,1,0,1,1,0,0,1,0.0,-2.827683437825378,14
0,1,0,0,1,1,0,1,0,1,1,0,0.0,-2.8276834378253777,12
0,1,0,0,1,1,1,0,0,1,1,0,0.0,-2.8276834378253777,9
0,1,0,0,1,1,0,0,0,1,1,0,0.0,-2.8276834378253777,17
0,1,0,0,1,1,1,1,0,1,1,0,0.0,-2.8276834378253777,18
0,1,0,0,1,1,0,0,1,0,0,1,0.0,-2.827683437825378,5
1,1,0,0,1,1,1,0,1,0,0,1,0.0,-2.827683437825378,14
0,1,0,0,1,1,1,1,1,0,0,1,0.0,-2.827683437825378,12
1,0,1,1,0,0,0,0,0,1,0,0,0.0,-2.688236918977932,1
0,0,1,1,0,0,0,1,0,0,0,1,0.0,-2.688236918977932,3
1,0,1,1,0,0,1,0,0,1,0,0,0.0,-2.688236918977932,5
0,0,1,1,0,0,0,0,0,0,0,1,0.0,-2.688236918977932,2
0,0,1,1,0,0,0,0,0,1,0,0,0.0,-2.688236918977932,3
0,0,1,1,0,0,1,0,0,1,0,0,0.0,-2.688236918977932,4
0,0,1,1,0,0,1,1,0,1,0,0,0.0,-2.688236918977932,4
1,0,1,1,0,0,1,1,0,0,0,1,0.0,-2.688236918977932,5
1,0,1,1,0,0,0,1,0,1,0,0,0.0,-2.688236918977932,4
0,0,1,1,0,0,1,1,0,0,0,1,0.0,-2.688236918977932,5
1,0,1,1,0,0,0,1,0,0,0,1,0.0,-2.688236918977932,3
1,0,1,1,0,0,0,0,0,0,0,1,0.0,-2.688236918977932,5
0,0,1,1,0,0,1,0,0,0,0,1,0.0,-2.688236918977932,8
0,0,1,1,0,0,0,1,0,1,0,0,0.0,-2.688236918977932,3
1,0,1,1,0,0,1,0,0,0,0,1,0.0,-2.688236918977932,6
1,1,0,0,1,1,1,1,0,1,0,0,0.0,-2.6876834378253776,2
0,1,0,0,1,1,1,1,0,1,0,0,0.0,-2.6876834378253776,2
0,1,0,0,1,1,1,0,0,0,0,1,0.0,-2.6876834378253776,2
1,1,0,0,1,1,0,1,0,1,0,0,0.0,-2.6876834378253776,1
1,1,0,0,1,1,1,0,0,0,0,1,0.0,-2.6876834378253776,2
1,1,0,0,1,1,0,0,0,1,0,0,0.0,-2.6876834378253776,2
1,1,0,0,1,1,0,0,0,0,0,1,0.0,-2.6876834378253776,2
0,1,0,0,1,1,0,0,0,0,0,1,0.0,-2.6876834378253776,3
0,1,0,0,1,1,1,0,0,1,0,0,0.0,-2.6876834378253776,3
0,1,0,0,1,1,1,1,0,0,0,1,0.0,-2.6876834378253776,3
1,1,0,0,1,1,0,1,0,0,0,1,0.0,-2.6876834378253776,5
0,1,0,0,1,1,0,1,0,0,0,1,0.0,-2.6876834378253776,5
0,1,0,0,1,1,0,1,0,1,0,0,0.0,-2.6876834378253776,2
0,1,0,0,1,1,0,0,0,1,0,0,0.0,-2.6876834378253776,3
1,1,0,0,1,1,1,1,0,0,0,1,0.0,-2.6876834378253776,3
1,1,0,0,1,1,1,0,0,1,0,0,0.0,-2.6876834378253776,5
0,0,1,1,0,0,1,0,1,0,1,1,0.0,-2.6800080851463663,3
0,0,1,1,0,0,1,1,1,0,1,1,0.0,-2.6800080851463663,5
0,0,1,1,0,0,0,0,1,0,1,1,0.0,-2.6800080851463663,3
1,0,1,1,0,0,0,1,1,0,1,1,0.0,-2.6800080851463663,5
1,0,1,1,0,0,0,0,1,0,1,1,0.0,-2.6800080851463663,4
0,0,1,1,0,0,0,1,1,0,1,1,0.0,-2.6800080851463663,2
1,0,1,1,0,0,1,1,1,0,1,1,0.0,-2.6800080851463663,6
1,0,1,1,0,0,1,0,1,0,1,1,0.0,-2.6800080851463663,2
0,0,1,1,0,0,0,0,1,1,1,0,0.0,-2.6795224863955496,1
0,0,1,1,0,0,1,0,1,1,1,0,0.0,-2.6795224863955496,2
0,0,1,1,0,0,0,1,1,1,1,0,0.0,-2.6795224863955496,1
1,0,1,1,0,0,1,1,1,1,1,0,0.0,-2.6795224863955496,2
