0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0.0,-6.537955444673077,45
1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0.0,-6.5379468937649,59
1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0.0,-6.535257586966761,38
0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-6.53149402857241,22
1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-6.531485477664231,25
1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-6.5287961708660935,16
0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0.0,-6.527955444673077,34
0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-6.527914714555649,42
1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-6.527906163647472,43
1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-6.525216856849335,46
0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-6.521494028572408,18
0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0.0,-6.521453298454982,24
1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0,-6.521444747546803,34
1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0.0,-6.518755440748666,25
0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-6.5179147145556495,32
0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0,-6.511453298454982,15
0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0.0,-6.343714286231748,6
1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0.0,-6.343705735323571,5
1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0.0,-6.341016428525432,8
0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.0,-6.338844862358557,2
