0,1,2,3,4,5,6,7,chain_break_fraction,energy,num_occurrences
0,0,0,0,1,1,1,1,0.0,-1.05,73
0,0,0,0,1,1,0,1,0.0,-1.05,51
1,0,0,0,1,1,0,0,0.0,-1.05,41
1,0,1,0,1,0,1,0,0.0,-1.05,71
1,0,0,0,1,1,1,0,0.0,-1.05,72
0,0,1,0,1,0,1,1,0.0,-1.05,77
0,0,1,0,1,0,0,1,0.0,-1.05,57
1,0,1,0,1,0,0,0,0.0,-1.05,53
1,1,0,1,0,1,1,0,0.0,-1.0473670597255278,44
1,1,0,1,0,1,0,0,0.0,-1.0473670597255278,32
0,1,0,1,0,1,0,1,0.0,-1.0473670597255278,43
0,1,0,1,0,1,1,1,0.0,-1.0473670597255278,46
0,1,1,1,0,0,0,1,0.0,-1.0473670597255278,39
1,1,1,1,0,0,1,0,0.0,-1.0473670597255278,65
1,1,1,1,0,0,0,0,0.0,-1.0473670597255278,51
0,1,1,1,0,0,1,1,0.0,-1.0473670597255278,50
0,0,0,1,1,1,0,1,0.0,-0.9376527273899169,1
1,0,1,1,1,0,1,0,0.0,-0.9376527273899169,3
0,0,0,1,1,1,1,1,0.0,-0.9376527273899169,5
1,0,0,1,1,1,0,0,0.0,-0.9376527273899169,4
1,0,1,1,1,0,0,0,0.0,-0.9376527273899169,6
0,0,1,1,1,0,1,1,0.0,-0.9376527273899169,6
0,0,1,1,1,0,0,1,0.0,-0.9376527273899169,10
1,0,0,1,1,1,1,0,0.0,-0.9376527273899169,7
1,0,0,1,0,1,0,0,0.0,-0.9299999999999999,1
1,1,1,0,0,0,0,0,0.0,-0.9299999999999999,1
0,0,0,1,0,1,1,1,0.0,-0.9299999999999999,4
0,0,1,1,0,0,1,1,0.0,-0.9299999999999999,3
1,1,0,0,0,1,1,0,0.0,-0.9299999999999999,5
1,0,0,1,0,1,1,0,0.0,-0.9299999999999999,3
1,1,1,0,0,0,1,0,0.0,-0.9299999999999999,3
1,0,1,1,0,0,1,0,0.0,-0.9299999999999999,2
1,0,1,1,0,0,0,0,0.0,-0.9299999999999999,1
0,0,0,1,0,1,0,1,0.0,-0.9299999999999999,4
0,1,1,0,0,0,0,1,0.0,-0.9299999999999999,1
0,1,0,0,0,1,1,1,0.0,-0.9299999999999999,7
1,1,0,0,0,1,0,0,0.0,-0.9299999999999999,3
0,1,1,0,0,0,1,1,0.0,-0.9299999999999999,7
0,0,1,1,0,0,0,1,0.0,-0.9299999999999999,3
0,1,0,0,1,1,0,1,0.0,-0.9273093660611023,2
0,1,0,0,1,1,1,1,0.0,-0.9273093660611023,5
0,1,1,0,1,0,0,1,0.0,-0.9273093660611023,2
1,1,1,0,1,0,1,0,0.0,-0.9273093660611023,1
1,1,1,0,1,0,0,0,0.0,-0.9273093660611023,6
0,1,1,0,1,0,1,1,0.0,-0.9273093660611023,9
1,1,0,0,1,1,0,0,0.0,-0.9273093660611023,4
1,1,0,0,1,1,1,0,0.0,-0.9273093660611023,2
0,0,0,0,1,1,1,0,0.0,-0.8200000000000001,1
0,0,1,0,1,0,1,0,0.0,-0.8200000000000001,2
0,1,0,1,0,1,0,0,0.0,-0.8173670597255278,1
0,1,1,1,0,0,0,0,0.0,-0.8173670597255278,1
1,0,0,0,1,1,1,1,0.0,-0.817227375988696,1
1,0,1,0,1,0,0,1,0.0,-0.817227375988696,2
1,0,1,0,1,0,1,1,0.0,-0.817227375988696,1
0,0,1,1,1,0,0,0,0.0,-0.7076527273899169,1
0,1,1,0,1,0,0,0,0.0,-0.6973093660611023,1
1,0,0,0,1,0,1,0,0.0,-0.6,1
1,1,0,1,0,0,0,0,0.0,-0.5973670597255278,1
0,0,0,0,1,0,1,0,0.0,-0.37,1
