0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
0,0,0,0,1,1,0,0.0,-0.16999999999999998,9
1,0,0,0,0,1,1,0.0,-0.16999999999999998,13
0,0,0,1,1,1,0,0.0,-0.16999999999999998,26
0,1,1,0,1,0,0,0.0,-0.16999999999999998,31
0,1,0,1,1,0,0,0.0,-0.16999999999999998,22
0,1,1,1,1,0,0,0.0,-0.16999999999999998,59
1,0,1,0,0,1,0,0.0,-0.16999999999999998,26
0,1,0,0,1,0,0,0.0,-0.16999999999999998,21
0,1,1,0,1,0,1,0.0,-0.16999999999999998,42
1,0,1,1,0,1,0,0.0,-0.16999999999999998,31
0,0,1,0,1,1,1,0.0,-0.16999999999999998,43
1,1,0,0,0,0,0,0.0,-0.16999999999999998,11
1,1,1,1,0,0,0,0.0,-0.16999999999999998,41
1,0,1,0,0,1,1,0.0,-0.16999999999999998,30
1,0,0,1,0,1,1,0.0,-0.16999999999999998,33
0,1,0,1,1,0,1,0.0,-0.16999999999999998,27
0,0,0,0,1,1,1,0.0,-0.16999999999999998,23
1,1,0,1,0,0,1,0.0,-0.16999999999999998,21
0,0,1,0,1,1,0,0.0,-0.16999999999999998,34
0,1,1,1,1,0,1,0.0,-0.16999999999999998,63
0,1,0,0,1,0,1,0.0,-0.16999999999999998,21
1,1,1,0,0,0,0,0.0,-0.16999999999999998,20
0,0,0,1,1,1,1,0.0,-0.16999999999999998,50
1,0,1,1,0,1,1,0.0,-0.16999999999999998,52
1,1,0,1,0,0,0,0.0,-0.16999999999999998,19
1,0,0,0,0,1,0,0.0,-0.16999999999999998,10
0,0,1,1,1,1,1,0.0,-0.16999999999999998,64
0,0,1,1,1,1,0,0.0,-0.16999999999999998,41
1,1,1,0,0,0,1,0.0,-0.16999999999999998,36
1,0,0,1,0,1,0,0.0,-0.16999999999999998,20
1,1,1,1,0,0,1,0.0,-0.16999999999999998,36
1,1,0,0,0,0,1,0.0,-0.16999999999999998,18
1,1,0,1,1,0,1,0.0,-0.11941116620445821,1
1,0,1,0,1,1,0,0.0,-0.11941116620445821,1
1,1,1,0,1,0,1,0.0,-0.11941116620445821,2
1,1,1,1,1,0,0,0.0,-0.11941116620445821,1
1,1,1,1,1,0,1,0.0,-0.11941116620445821,1
1,1,0,0,1,0,1,0.0,-0.11941116620445821,1
