0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,chain_break_fraction,energy,num_occurrences
1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-11.679951115159557,6
1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0.0,-11.672074802375924,14
0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-11.669201107014487,5
1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0.0,-11.664236161258309,14
0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0.0,-11.661324794230854,7
1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-11.656359848474676,23
0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0.0,-11.653486153113242,19
0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-11.645609840329609,22
1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-11.616379280221604,5
1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0.0,-11.608502967437971,11
1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0.0,-11.606376467195453,5
0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-11.605629272076534,11
1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-11.59850015441182,13
0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0.0,-11.597752959292901,8
0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0.0,-11.595626459050386,2
0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-11.587750146266753,10
1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-11.551045532792326,2
1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0.0,-11.543504876560089,6
1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0.0,-11.543169220008693,8
0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-11.540295524647256,1
1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-11.535628563776456,7
1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0.0,-11.533074903617507,1
0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0.0,-11.532754868415019,1
0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0.0,-11.532419211863623,4
1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0.0,-11.531719008397864,3
0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-11.528845313036431,4
