0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,1,0,0,1,1,0,0.0,-0.31092008027476536,65
1,1,0,1,1,1,0,0.0,-0.31092008027476536,49
1,0,1,1,1,1,0,0.0,-0.31092008027476536,64
1,0,1,0,1,1,0,0.0,-0.31092008027476536,71
0,0,1,1,1,1,0,0.0,-0.31092008027476536,62
0,1,0,0,1,1,0,0.0,-0.31092008027476536,60
0,1,0,1,1,1,0,0.0,-0.31092008027476536,59
0,0,1,0,1,1,0,0.0,-0.31092008027476536,67
1,1,0,0,0,0,1,0.0,-0.31,48
0,0,1,1,0,0,1,0.0,-0.31,45
1,0,1,0,0,0,1,0.0,-0.31,56
0,1,0,1,0,0,1,0.0,-0.31,51
0,0,1,0,0,0,1,0.0,-0.31,70
1,0,1,1,0,0,1,0.0,-0.31,47
1,1,0,1,0,0,1,0.0,-0.31,37
0,1,0,0,0,0,1,0.0,-0.31,51
0,1,0,0,0,1,1,0.0,-0.28747851860089246,8
1,1,0,1,0,1,1,0.0,-0.28747851860089246,6
0,1,0,1,0,1,1,0.0,-0.28747851860089246,8
1,0,1,1,0,1,1,0.0,-0.28747851860089246,11
0,0,1,1,0,1,1,0.0,-0.28747851860089246,10
1,1,0,0,0,1,1,0.0,-0.28747851860089246,6
0,0,1,0,0,1,1,0.0,-0.28747851860089246,9
1,0,1,0,0,1,1,0.0,-0.28747851860089246,8
0,0,1,1,1,0,0,0.0,-0.28,1
0,1,0,0,1,0,0,0.0,-0.28,2
0,1,0,1,1,0,0,0.0,-0.28,5
1,1,0,0,1,0,0,0.0,-0.28,3
1,0,1,1,1,0,0,0.0,-0.28,4
1,1,0,1,1,0,0,0.0,-0.28,2
0,0,1,0,1,0,0,0.0,-0.28,4
1,0,1,0,1,0,0,0.0,-0.28,4
1,1,0,0,0,1,0,0.0,-0.25,1
1,0,1,0,1,0,1,0.0,-0.23929222823955376,1
0,0,1,0,1,0,1,0.0,-0.23929222823955376,2
1,1,1,1,1,1,0,0.0,-0.196560156280699,1
0,1,1,0,1,1,0,0.0,-0.196560156280699,1
0,1,1,0,0,0,1,0.0,-0.19564007600593364,1
