0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,1,0,1,1,0,0.0,-1.6621485820900488,77
0,0,1,1,0,0,0,1,1,1,0,0.0,-1.6621485820900488,34
0,0,1,1,0,0,0,1,0,0,1,0.0,-1.6600000000000001,67
0,0,1,1,0,0,1,0,0,0,1,0.0,-1.6600000000000001,103
0,0,1,0,1,1,0,1,1,1,0,0.0,-1.6563392194039683,31
0,0,1,0,1,1,1,0,1,1,0,0.0,-1.6563392194039683,37
1,1,0,1,0,0,1,0,1,1,0,0.0,-1.6549496210476873,41
1,1,0,1,0,0,0,1,1,1,0,0.0,-1.6549496210476873,27
0,0,1,0,1,1,0,1,0,0,1,0.0,-1.6541906373139197,37
0,0,1,0,1,1,1,0,0,0,1,0.0,-1.6541906373139197,57
1,1,0,1,0,0,0,1,0,0,1,0.0,-1.6528010389576384,29
1,1,0,1,0,0,1,0,0,0,1,0.0,-1.6528010389576384,49
1,1,0,0,1,1,0,1,1,1,0,0.0,-1.6491402583616068,11
1,1,0,0,1,1,1,0,1,1,0,0.0,-1.6491402583616068,20
1,1,0,0,1,1,0,1,0,0,1,0.0,-1.646991676271558,10
1,1,0,0,1,1,1,0,0,0,1,0.0,-1.646991676271558,22
0,0,1,0,0,1,0,1,1,1,0,0.0,-1.6221485820900488,8
0,0,1,0,0,1,1,0,1,1,0,0.0,-1.6221485820900488,17
0,0,1,1,1,0,0,1,1,1,0,0.0,-1.6213226394877074,3
0,0,1,1,1,0,1,0,1,1,0,0.0,-1.6213226394877074,10
0,0,1,0,0,1,0,1,0,0,1,0.0,-1.62,12
0,0,1,0,0,1,1,0,0,0,1,0.0,-1.62,27
0,0,1,1,1,0,0,1,0,0,1,0.0,-1.6191740573976585,12
0,0,1,1,1,0,1,0,0,0,1,0.0,-1.6191740573976585,15
1,1,0,0,0,1,0,1,1,1,0,0.0,-1.6149496210476872,5
1,1,0,0,0,1,1,0,1,1,0,0.0,-1.6149496210476872,14
1,1,0,1,1,0,0,1,1,1,0,0.0,-1.6141236784453454,3
1,1,0,1,1,0,1,0,1,1,0,0.0,-1.6141236784453454,6
1,1,0,0,0,1,0,1,0,0,1,0.0,-1.6128010389576384,7
1,1,0,0,0,1,1,0,0,0,1,0.0,-1.6128010389576384,6
1,1,0,1,1,0,0,1,0,0,1,0.0,-1.6119750963552968,5
1,1,0,1,1,0,1,0,0,0,1,0.0,-1.6119750963552968,6
0,0,1,1,0,0,1,0,1,0,0,0.0,-1.61,14
0,0,1,1,0,0,0,1,1,0,0,0.0,-1.61,14
0,0,1,0,1,1,1,0,1,0,0,0.0,-1.6041906373139196,16
0,0,1,0,1,1,0,1,1,0,0,0.0,-1.6041906373139196,7
1,1,0,1,0,0,0,1,1,0,0,0.0,-1.6028010389576384,10
1,1,0,1,0,0,1,0,1,0,0,0.0,-1.6028010389576384,11
0,0,1,1,0,0,0,1,0,1,1,0.0,-1.6018680033424715,8
0,0,1,1,0,0,1,0,0,1,1,0.0,-1.6018680033424715,14
1,1,0,0,1,1,0,1,1,0,0,0.0,-1.596991676271558,3
1,1,0,0,1,1,1,0,1,0,0,0.0,-1.596991676271558,6
0,0,1,0,1,1,1,0,0,1,1,0.0,-1.596058640656391,7
0,0,1,0,1,1,0,1,0,1,1,0.0,-1.596058640656391,5
1,1,0,1,0,0,0,1,0,1,1,0.0,-1.5946690423001098,2
1,1,0,1,0,0,1,0,0,1,1,0.0,-1.5946690423001098,6
0,0,1,0,0,1,0,1,1,0,0,0.0,-1.57,4
0,0,1,0,0,1,1,0,1,0,0,0.0,-1.57,4
0,0,1,1,1,0,1,0,1,0,0,0.0,-1.5691740573976585,3
1,1,0,0,0,1,0,1,1,0,0,0.0,-1.5628010389576383,1
1,1,0,0,0,1,1,0,1,0,0,0.0,-1.5628010389576383,7
1,1,0,1,1,0,1,0,1,0,0,0.0,-1.5619750963552967,2
1,1,0,1,1,0,0,1,1,0,0,0.0,-1.5619750963552967,1
0,0,1,0,0,1,1,0,0,1,1,0.0,-1.5618680033424714,4
0,0,1,0,0,1,0,1,0,1,1,0.0,-1.5618680033424714,4
0,0,1,1,1,0,1,0,0,1,1,0.0,-1.5610420607401299,4
0,0,1,1,1,0,0,1,0,1,1,0.0,-1.5610420607401299,2
1,1,0,0,0,1,1,0,0,1,1,0.0,-1.5546690423001097,1
1,1,0,0,0,1,0,1,0,1,1,0.0,-1.5546690423001097,1
1,1,0,1,1,0,1,0,0,1,1,0.0,-1.5538430996977681,1
1,1,0,1,1,0,0,1,0,1,1,0.0,-1.5538430996977681,2
0,0,1,1,0,0,1,0,0,1,0,0.0,-1.54,2
0,0,1,1,0,0,1,0,1,0,1,0.0,-1.538310744071571,2
0,0,1,0,1,1,1,0,0,1,0,0.0,-1.5341906373139196,2
0,0,1,0,1,1,0,1,1,0,1,0.0,-1.5325013813854906,2
1,1,0,0,1,1,0,1,1,0,1,0.0,-1.5253024203431287,1
1,1,0,0,1,1,1,0,1,0,1,0.0,-1.5253024203431287,1
0,0,1,1,0,1,0,1,0,0,1,0.0,-1.5138984103944884,2
0,0,1,1,0,1,1,0,0,0,1,0.0,-1.5138984103944884,1
0,0,1,0,1,0,1,0,1,1,0,0.0,-1.5121485820900489,2
0,0,1,0,1,0,0,1,1,1,0,0.0,-1.5121485820900489,2
1,1,0,1,0,1,0,1,0,0,1,0.0,-1.5066994493521264,1
1,1,0,1,0,1,1,0,0,0,1,0.0,-1.5066994493521264,1
1,1,0,0,1,0,0,1,0,0,1,0.0,-1.5028010389576383,1
0,0,1,0,0,1,1,0,1,0,1,0.0,-1.498310744071571,1
0,0,1,1,1,0,1,0,1,0,1,0.0,-1.4974848014692292,1
1,1,0,0,0,1,1,0,1,0,1,0.0,-1.491111783029209,1
1,0,1,0,1,1,1,0,1,1,0,0.0,-1.4449900156355144,2
0,1,0,0,1,1,1,0,0,0,1,0.0,-1.4441906373139195,1
0,1,1,0,1,1,1,0,1,1,0,0.0,-1.4140458614817852,1
1,0,1,0,0,1,1,0,0,0,1,0.0,-1.4086507962315462,1
