0,1,2,3,4,5,6,7,8,9,10,11,12,13,chain_break_fraction,energy,num_occurrences
1,0,0,1,0,1,0,1,1,1,1,0,0,0,0.0,-5.472855015653108,79
1,0,0,1,0,1,0,1,1,1,0,0,0,1,0.0,-5.472855015653108,53
0,0,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-5.467914714555651,31
0,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-5.467914714555651,56
1,1,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-5.466393599552438,89
1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-5.466393599552438,44
0,1,1,0,1,0,1,0,0,0,1,1,1,0,0.0,-5.46145329845498,43
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0,-5.46145329845498,24
0,0,1,1,0,1,0,0,1,1,1,0,0,0,0.0,-5.324494985707938,19
0,0,1,1,0,1,0,0,1,1,0,0,0,1,0.0,-5.324494985707938,7
1,0,0,1,0,1,0,1,1,1,0,1,0,1,0.0,-5.3202070401227,6
1,0,0,1,0,1,0,1,1,1,1,1,0,0,0.0,-5.3202070401227,11
0,1,1,0,1,0,1,0,0,0,1,0,1,0,0.0,-5.318033569607268,10
0,1,1,0,1,0,1,0,0,0,0,0,1,1,0.0,-5.318033569607268,8
1,1,0,0,1,0,1,1,0,0,1,1,1,0,0.0,-5.313745624022031,10
1,1,0,0,1,0,1,1,0,0,0,1,1,1,0.0,-5.313745624022031,10
1,0,0,0,1,0,0,1,1,1,0,0,0,1,0.0,-5.278613857211779,7
1,0,0,0,1,0,0,1,1,1,1,0,0,0,0.0,-5.278613857211779,26
1,0,0,1,0,0,0,1,1,1,0,0,0,1,0.0,-5.273744433338587,3
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.0,-5.273744433338587,9
0,0,1,0,1,0,0,0,1,1,0,1,0,1,0.0,-5.273673556114321,4
0,0,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-5.273673556114321,13
1,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-5.26975513845429,9
1,1,0,1,0,1,1,1,0,0,1,0,1,0,0.0,-5.26975513845429,20
