0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
1,0,1,0,0,1,1,0,1,0.0,-0.6834675705115593,31
1,1,1,0,0,1,1,0,0,0.0,-0.6834675705115593,20
0,1,1,0,1,1,1,0,0,0.0,-0.6834675705115593,35
1,1,0,0,0,1,1,0,0,0.0,-0.6834675705115593,26
1,0,0,0,0,1,1,0,1,0.0,-0.6834675705115593,27
1,0,0,0,0,1,1,1,1,0.0,-0.6834675705115593,27
0,1,1,0,1,1,1,1,0,0.0,-0.6834675705115593,28
0,0,0,0,1,1,1,0,1,0.0,-0.6834675705115593,27
0,1,0,0,1,1,1,0,0,0.0,-0.6834675705115593,33
0,0,1,0,1,1,1,0,1,0.0,-0.6834675705115593,45
1,1,1,0,0,1,1,1,0,0.0,-0.6834675705115593,29
0,0,0,0,1,1,1,1,1,0.0,-0.6834675705115593,25
1,0,1,0,0,1,1,1,1,0.0,-0.6834675705115593,34
0,1,0,0,1,1,1,1,0,0.0,-0.6834675705115593,29
0,0,1,0,1,1,1,1,1,0.0,-0.6834675705115593,29
1,1,0,0,0,1,1,1,0,0.0,-0.6834675705115593,20
1,0,1,1,0,0,0,1,1,0.0,-0.6799999999999999,33
1,1,0,1,0,0,0,0,0,0.0,-0.6799999999999999,21
0,0,1,1,1,0,0,0,1,0.0,-0.6799999999999999,30
1,1,0,1,0,0,0,1,0,0.0,-0.6799999999999999,19
0,1,1,1,1,0,0,1,0,0.0,-0.6799999999999999,26
1,1,1,1,0,0,0,1,0,0.0,-0.6799999999999999,14
1,1,1,1,0,0,0,0,0,0.0,-0.6799999999999999,20
0,0,0,1,1,0,0,0,1,0.0,-0.6799999999999999,28
0,0,1,1,1,0,0,1,1,0.0,-0.6799999999999999,25
0,0,0,1,1,0,0,1,1,0.0,-0.6799999999999999,34
1,0,1,1,0,0,0,0,1,0.0,-0.6799999999999999,27
0,1,0,1,1,0,0,1,0,0.0,-0.6799999999999999,22
1,0,0,1,0,0,0,0,1,0.0,-0.6799999999999999,33
1,0,0,1,0,0,0,1,1,0.0,-0.6799999999999999,36
0,1,0,1,1,0,0,0,0,0.0,-0.6799999999999999,19
0,1,1,1,1,0,0,0,0,0.0,-0.6799999999999999,28
1,1,0,0,1,1,1,1,0,0.0,-0.5972521998201291,2
1,1,1,0,1,1,1,1,0,0.0,-0.5972521998201291,1
1,0,0,0,1,1,1,0,1,0.0,-0.5972521998201291,2
1,0,0,0,1,1,1,1,1,0.0,-0.5972521998201291,1
1,0,1,0,1,1,1,0,1,0.0,-0.5972521998201291,1
1,0,0,1,1,0,0,0,1,0.0,-0.5937846293085698,1
1,1,1,1,1,0,0,0,0,0.0,-0.5937846293085698,1
1,1,1,1,1,0,0,1,0,0.0,-0.5937846293085698,2
1,0,1,1,1,0,0,0,1,0.0,-0.5937846293085698,3
1,0,1,1,1,0,0,1,1,0.0,-0.5937846293085698,1
0,1,0,0,0,1,1,1,0,0.0,-0.5934675705115593,1
0,0,1,0,0,1,1,0,1,0.0,-0.5934675705115593,1
0,1,0,0,0,1,1,0,0,0.0,-0.5934675705115593,2
0,0,1,0,0,1,1,1,1,0.0,-0.5934675705115593,1
0,0,0,0,0,1,1,0,1,0.0,-0.5934675705115593,2
0,0,0,0,0,1,1,1,1,0.0,-0.5934675705115593,2
0,1,1,0,0,1,1,0,0,0.0,-0.5934675705115593,2
1,0,0,0,0,0,1,0,1,0.0,-0.5900000000000001,1
1,1,1,0,0,0,1,0,0,0.0,-0.5900000000000001,2
0,1,0,0,1,0,1,1,0,0.0,-0.5900000000000001,1
1,0,1,0,0,0,1,0,1,0.0,-0.5900000000000001,1
0,0,1,0,1,0,1,1,1,0.0,-0.5900000000000001,1
0,1,1,0,1,0,1,0,0,0.0,-0.5900000000000001,1
0,0,0,0,1,0,1,0,1,0.0,-0.5900000000000001,2
0,0,1,0,1,0,1,0,1,0.0,-0.5900000000000001,2
0,1,0,0,1,0,1,0,0,0.0,-0.5900000000000001,2
0,0,0,0,1,0,1,1,1,0.0,-0.5900000000000001,4
1,0,0,0,0,0,1,1,1,0.0,-0.5900000000000001,3
1,0,1,0,0,0,1,1,1,0.0,-0.5900000000000001,1
1,1,0,0,0,0,1,0,0,0.0,-0.5900000000000001,2
0,1,1,1,0,0,0,0,0,0.0,-0.59,1
0,0,1,1,0,0,0,1,1,0.0,-0.59,1
0,0,1,1,0,0,0,0,1,0.0,-0.59,1
0,1,1,1,0,0,0,1,0,0.0,-0.59,2
0,1,0,1,0,0,0,0,0,0.0,-0.59,1
0,1,0,1,0,0,0,1,0,0.0,-0.59,2
0,0,0,1,0,0,0,1,1,0.0,-0.59,1
0,0,0,1,0,0,0,0,1,0.0,-0.59,1
0,1,1,1,1,1,0,0,0,0.0,-0.5855268810480266,1
0,1,0,1,1,1,0,0,0,0.0,-0.5855268810480266,2
0,0,1,1,1,1,0,1,1,0.0,-0.5855268810480266,2
0,0,0,1,1,1,0,0,1,0.0,-0.5855268810480266,1
0,1,1,1,1,1,0,1,0,0.0,-0.5855268810480266,1
1,0,0,1,0,1,0,1,1,0.0,-0.5855268810480266,2
1,0,1,1,0,1,0,0,1,0.0,-0.5855268810480266,4
1,1,1,1,0,1,0,0,0,0.0,-0.5855268810480266,3
1,1,0,1,0,1,0,0,0,0.0,-0.5855268810480266,1
0,1,0,1,1,1,0,1,0,0.0,-0.5855268810480266,2
1,0,0,1,0,1,0,0,1,0.0,-0.5855268810480266,1
0,0,0,1,1,1,0,1,1,0.0,-0.5855268810480266,2
0,0,0,0,1,1,1,0,0,0.0,-0.5834675705115593,2
0,0,1,0,1,1,1,0,0,0.0,-0.5834675705115593,2
0,0,1,0,1,1,1,1,0,0.0,-0.5834675705115593,1
0,0,0,0,1,1,1,1,0,0.0,-0.5834675705115593,4
1,1,0,0,0,1,1,1,1,0.0,-0.5829597138679307,1
1,1,1,0,0,1,1,0,1,0.0,-0.5829597138679307,2
0,1,0,0,1,1,1,1,1,0.0,-0.5829597138679307,2
0,1,1,0,1,1,1,1,1,0.0,-0.5829597138679307,2
