0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,chain_break_fraction,energy,num_occurrences
0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-7.52149402857241,47
1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-7.521485477664231,68
1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-7.518796170866094,27
0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0.0,-7.517955444673078,17
1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0.0,-7.5179468937649,14
1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0.0,-7.5152575869667615,20
0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-7.511494028572408,58
0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0.0,-7.511453298454982,28
1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0,-7.511444747546803,47
1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0.0,-7.508755440748666,19
0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0.0,-7.507955444673077,23
0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-7.50791471455565,9
1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-7.507906163647473,11
1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-7.5052168568493345,8
0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0,-7.501453298454982,47
0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0.0,-7.49791471455565,13
0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0.0,-7.32485556747426,5
1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-7.324847016566081,7
0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0.0,-7.323714286231749,7
1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0.0,-7.32370573532357,11
0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0.0,-7.32292812046745,2
1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0.0,-7.3229195695592715,19
1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0.0,-7.322157709767944,7
1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0.0,-7.321016428525433,4
1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0.0,-7.320230262761134,8
1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0.0,-7.318836311450379,3
0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-7.314855567474258,8
0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0.0,-7.314814837356832,6
1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0.0,-7.314806286448653,6
0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0.0,-7.313714286231748,5
0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-7.313673556114321,2
1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0.0,-7.313665005206144,2
0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0.0,-7.312928120467449,7
0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0.0,-7.312887390350022,2
1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0.0,-7.312878839441844,8
1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0.0,-7.312116979650516,3
1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-7.310975698408005,3
1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0.0,-7.310189532643706,1
0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0.0,-7.308844862358557,2
1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0.0,-7.308795581332952,1
1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0.0,-7.306106274534814,2
0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0.0,-7.304814837356832,1
0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0.0,-7.304760416157372,3
1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0.0,-7.304751865249193,3
0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0.0,-7.30367355611432,3
0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0.0,-7.302887390350023,1
0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0.0,-7.302788455741173,1
1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0.0,-7.3020625584510555,5
0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0.0,-7.29938957173513,1
1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0.0,-7.299381020826951,3
0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,-7.299360644063151,3
1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0.0,-7.2993520931549725,7
0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0.0,-7.29880413224113,2
1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,-7.296662786356835,6
0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0.0,-7.29476041615737,4
0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0.0,-7.294719686039944,7
1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0.0,-7.294711135131765,5
0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0.0,-7.292788455741172,2
1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0.0,-7.2920218283336276,5
0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0.0,-7.2893895717351285,5
0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0.0,-7.28936064406315,10
0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0.0,-7.289348841617702,4
0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0.0,-7.289319913945723,4
1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0.0,-7.289311363037545,6
1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0.0,-7.286622056239407,2
0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0.0,-7.284719686039944,1
0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-7.28403406084668,2
0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0.0,-7.28346045896514,5
1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-7.2834519080569615,4
1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-7.281336203140364,1
1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0.0,-7.280762601258824,2
0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0.0,-7.279348841617702,1
