0,1,2,3,4,5,6,7,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,1,0,0,0.0,-0.78,37
0,1,0,0,1,1,0,0,0.0,-0.78,39
1,1,0,0,0,1,0,0,0.0,-0.78,56
1,1,0,0,1,1,0,0,0.0,-0.78,50
1,1,0,0,1,0,1,1,0.0,-0.7773670597255278,34
0,1,0,0,0,0,1,1,0.0,-0.7773670597255278,40
1,1,0,0,0,0,1,1,0.0,-0.7773670597255278,39
0,1,0,0,1,0,1,1,0.0,-0.7773670597255278,33
0,0,1,1,0,1,0,0,0.0,-0.7756400760059337,61
1,0,1,1,0,1,0,0,0.0,-0.7756400760059337,69
0,0,1,1,1,1,0,0,0.0,-0.7756400760059337,57
1,0,1,1,1,1,0,0,0.0,-0.7756400760059337,71
1,0,1,1,0,0,1,1,0.0,-0.7730071357314614,62
0,0,1,1,1,0,1,1,0.0,-0.7730071357314614,61
0,0,1,1,0,0,1,1,0.0,-0.7730071357314614,76
1,0,1,1,1,0,1,1,0.0,-0.7730071357314614,68
0,0,0,1,0,1,0,0,0.0,-0.71,6
1,0,0,1,0,1,0,0,0.0,-0.71,5
1,0,0,1,1,1,0,0,0.0,-0.71,6
0,0,0,1,1,1,0,0,0.0,-0.71,3
0,1,1,0,1,1,0,0,0.0,-0.7082369189779318,1
1,1,1,0,1,1,0,0,0.0,-0.7082369189779318,2
1,1,1,0,0,1,0,0,0.0,-0.7082369189779318,3
0,1,1,0,0,1,0,0,0.0,-0.7082369189779318,2
0,0,0,1,1,0,1,1,0.0,-0.7073670597255278,4
0,0,0,1,0,0,1,1,0.0,-0.7073670597255278,4
1,0,0,1,0,0,1,1,0.0,-0.7073670597255278,5
1,0,0,1,1,0,1,1,0.0,-0.7073670597255278,6
0,1,1,0,0,0,1,1,0.0,-0.7056039787034597,2
1,1,1,0,1,0,1,1,0.0,-0.7056039787034597,2
0,1,1,0,1,0,1,1,0.0,-0.7056039787034597,3
1,1,1,0,0,0,1,1,0.0,-0.7056039787034597,4
0,1,0,0,1,1,1,0,0.0,-0.7012855674176177,2
0,1,0,0,0,1,1,0,0.0,-0.7012855674176177,1
1,1,0,0,0,1,1,0,0.0,-0.7012855674176177,2
1,1,0,0,0,0,0,1,0.0,-0.7,2
0,1,0,0,0,0,0,1,0.0,-0.7,1
0,1,0,0,1,0,0,1,0.0,-0.7,3
1,1,0,0,1,0,0,1,0.0,-0.7,1
1,0,1,1,0,1,1,0,0.0,-0.6969256434235513,3
0,0,1,1,0,1,1,0,0.0,-0.6969256434235513,4
1,0,1,1,1,1,1,0,0.0,-0.6969256434235513,2
0,0,1,1,1,1,1,0,0.0,-0.6969256434235513,3
0,0,1,1,0,0,0,1,0.0,-0.6956400760059336,4
1,0,1,1,0,0,0,1,0.0,-0.6956400760059336,6
0,0,1,1,1,0,0,1,0.0,-0.6956400760059336,4
1,0,1,1,1,0,0,1,0.0,-0.6956400760059336,6
0,1,0,0,1,0,1,0,0.0,-0.69,2
0,1,0,0,0,0,1,0,0.0,-0.69,1
1,1,0,0,0,0,1,0,0.0,-0.69,2
1,1,0,0,1,0,1,0,0.0,-0.69,3
1,1,0,0,0,1,0,1,0.0,-0.6865740629302546,2
1,1,0,0,1,1,0,1,0.0,-0.6865740629302546,3
0,1,0,0,1,1,0,1,0.0,-0.6865740629302546,1
1,0,1,1,1,0,1,0,0.0,-0.6856400760059336,1
1,0,1,1,0,0,1,0,0.0,-0.6856400760059336,4
0,0,1,1,1,0,1,0,0.0,-0.6856400760059336,2
0,0,1,1,0,0,1,0,0.0,-0.6856400760059336,2
0,0,1,1,1,1,0,1,0.0,-0.6822141389361882,1
1,0,1,1,0,1,0,1,0.0,-0.6822141389361882,1
1,0,1,1,1,1,0,1,0.0,-0.6822141389361882,2
0,0,1,1,0,1,0,1,0.0,-0.6822141389361882,4
0,0,0,1,1,1,1,0,0.0,-0.6312855674176177,1
1,0,0,1,1,0,0,1,0.0,-0.63,1
1,1,1,0,1,0,0,1,0.0,-0.6282369189779319,1
0,0,0,1,0,0,1,0,0.0,-0.62,1
1,0,0,1,0,0,1,0,0.0,-0.62,1
1,1,1,0,1,0,1,0,0.0,-0.6182369189779319,1
0,0,0,1,1,1,0,1,0.0,-0.6165740629302545,3
1,1,1,0,1,1,0,1,0.0,-0.6148109819081864,1
0,0,1,0,0,1,0,0,0.0,-0.6,1
0,1,0,1,1,1,0,0,0.0,-0.5979317589320194,2
0,0,1,0,1,0,1,1,0.0,-0.5973670597255278,1
