0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0.0,-4.917035443989284,28
0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0.0,-4.917035443989284,28
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0.0,-4.917035443989284,15
1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0.0,-4.917035443989284,23
1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0.0,-4.917035443989284,24
0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0.0,-4.917035443989284,27
0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0.0,-4.917035443989284,48
0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0.0,-4.917035443989284,33
0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0.0,-4.913957336005933,15
0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0.0,-4.913957336005933,34
1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0.0,-4.913957336005933,14
0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0.0,-4.913957336005933,35
0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0.0,-4.913957336005933,25
1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0.0,-4.913957336005933,23
1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0.0,-4.913957336005933,13
1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0.0,-4.913957336005933,27
1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0.0,-4.912489795179465,9
1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0.0,-4.912489795179465,7
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0.0,-4.912489795179465,9
0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0.0,-4.912489795179465,19
0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0.0,-4.912489795179465,22
1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0.0,-4.912489795179465,17
1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0.0,-4.912489795179465,12
0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0.0,-4.912489795179465,18
1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0.0,-4.909411687196115,6
0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0.0,-4.909411687196115,16
1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0.0,-4.909411687196115,15
0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0.0,-4.909411687196115,19
0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0.0,-4.909411687196115,15
0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0.0,-4.909411687196115,21
1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0.0,-4.909411687196115,9
1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0.0,-4.909411687196115,14
0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0.0,-4.854630101116611,2
1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0.0,-4.854630101116611,3
0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0.0,-4.854630101116611,4
0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0.0,-4.854630101116611,8
1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0.0,-4.854630101116611,3
1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0.0,-4.854630101116611,5
1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0.0,-4.854630101116611,6
0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0.0,-4.854630101116611,11
0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0.0,-4.853463609051331,3
1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.0,-4.853463609051331,5
0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.0,-4.853463609051331,11
1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0.0,-4.853463609051331,11
0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0.0,-4.853463609051331,6
1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0.0,-4.853463609051331,3
0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0.0,-4.853463609051331,13
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0.0,-4.853463609051331,10
0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0.0,-4.851551993133262,2
1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0.0,-4.851551993133262,1
1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0.0,-4.851551993133262,1
1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0.0,-4.851551993133262,3
0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0.0,-4.851551993133262,6
0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0.0,-4.851551993133262,3
0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0.0,-4.851551993133262,4
1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0.0,-4.851551993133262,3
1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0.0,-4.850385501067981,2
0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-4.850385501067981,4
1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.0,-4.850385501067981,6
0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0.0,-4.850385501067981,8
0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.0,-4.850385501067981,5
1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-4.850385501067981,4
0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0.0,-4.850385501067981,8
1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0.0,-4.850385501067981,9
1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0.0,-4.791758510481244,1
1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0.0,-4.791758510481244,2
1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.0,-4.791758510481244,2
0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0.0,-4.791758510481244,3
0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.0,-4.791758510481244,5
