0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,0,0,1,0,0.0,-2.56,117
1,0,0,1,1,0,0,0,0,0.0,-2.56,185
0,1,1,0,1,0,0,1,1,0.0,-2.559411166204458,55
1,1,0,0,1,0,0,0,1,0.0,-2.559411166204458,91
0,0,1,1,0,1,1,1,0,0.0,-2.5517711661684346,110
1,0,0,1,0,1,1,0,0,0.0,-2.5517711661684346,191
1,1,0,0,0,1,1,0,1,0.0,-2.551182332372893,97
0,1,1,0,0,1,1,1,1,0.0,-2.551182332372893,61
0,0,1,1,1,0,1,1,0,0.0,-2.352267428325177,5
1,0,0,1,1,0,1,0,0,0.0,-2.352267428325177,9
0,1,1,0,1,0,1,1,1,0.0,-2.3516785945296355,1
1,1,0,0,1,0,1,0,1,0.0,-2.3516785945296355,3
0,0,1,1,0,1,0,1,0,0.0,-2.35,11
1,0,0,1,0,1,0,0,0,0.0,-2.35,6
1,1,0,0,0,1,0,0,1,0.0,-2.349411166204458,2
0,1,1,0,0,1,0,1,1,0.0,-2.349411166204458,4
1,0,0,1,1,1,0,0,0,0.0,-2.3028630889045236,4
0,0,1,1,1,1,0,1,0,0.0,-2.3028630889045236,5
1,1,0,0,1,1,0,0,1,0.0,-2.3022742551089816,1
0,1,1,0,1,1,0,1,1,0.0,-2.3022742551089816,3
0,0,1,1,0,0,1,1,0,0.0,-2.3,2
1,0,0,1,0,0,1,0,0,0.0,-2.3,2
1,1,0,0,0,0,1,0,1,0.0,-2.2994111662044583,1
1,0,0,0,1,0,0,0,1,0.0,-2.24,3
1,1,0,1,1,0,0,0,0,0.0,-2.2339918009120767,3
0,1,1,1,1,0,0,1,0,0.0,-2.2339918009120767,1
0,0,1,0,0,1,1,1,1,0.0,-2.231771166168435,1
0,1,1,1,0,1,1,1,0,0.0,-2.2257629670805117,1
1,1,0,1,0,1,1,0,0,0.0,-2.2257629670805117,2
0,0,0,1,1,0,0,1,0,0.0,-2.21,1
0,1,0,0,1,0,0,1,1,0.0,-2.2094111662044584,1
1,0,1,1,1,0,0,0,0,0.0,-2.2080302335438775,3
1,1,1,0,1,0,0,0,1,0.0,-2.2074413997483355,2
0,0,1,1,1,0,0,1,1,0.0,-2.2042648867455115,2
0,0,0,1,0,1,1,1,0,0.0,-2.201771166168435,3
1,0,1,1,0,1,1,0,0,0.0,-2.1998013997123125,1
0,0,1,1,0,1,1,1,1,0.0,-2.196036052913946,1
1,0,0,1,0,1,1,0,1,0.0,-2.196036052913946,2
1,1,0,0,0,1,1,0,0,0.0,-2.1917711661684347,3
1,0,0,0,1,0,1,0,1,0.0,-2.0322674283251776,1
1,0,1,1,1,0,1,0,0,0.0,-2.000297661869055,1
1,0,0,1,1,0,1,0,1,0.0,-1.9965323150706884,1
1,0,0,0,1,1,0,0,1,0.0,-1.9828630889045238,1
