0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0.0,-5.607035443989285,13
1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0.0,-5.607035443989285,9
0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0.0,-5.607035443989285,21
0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0.0,-5.607035443989285,13
1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0.0,-5.607035443989285,16
1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0.0,-5.607035443989285,12
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0.0,-5.607035443989285,6
0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0.0,-5.607035443989285,9
0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0.0,-5.6033942366479295,18
0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0.0,-5.6033942366479295,24
1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0.0,-5.6033942366479295,10
0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0.0,-5.6033942366479295,26
1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0.0,-5.6033942366479295,15
1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0.0,-5.6033942366479295,11
1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0.0,-5.6033942366479295,13
0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0.0,-5.6033942366479295,29
1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0.0,-5.6024897951794665,12
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0.0,-5.6024897951794665,17
1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0.0,-5.6024897951794665,16
0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0.0,-5.6024897951794665,15
1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0.0,-5.6024897951794665,9
0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0.0,-5.6024897951794665,12
0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,-5.6024897951794665,17
1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,-5.6024897951794665,9
0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,-5.598848587838111,26
1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,-5.598848587838111,10
1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0.0,-5.598848587838111,11
0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.0,-5.598848587838111,22
1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.0,-5.598848587838111,12
0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0.0,-5.598848587838111,20
1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0.0,-5.598848587838111,12
0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0.0,-5.598848587838111,21
1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0.0,-5.544630101116613,3
1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0.0,-5.544630101116613,1
0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0.0,-5.544630101116613,3
1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0.0,-5.544630101116613,4
0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0.0,-5.544630101116613,5
0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0.0,-5.544630101116613,4
0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0.0,-5.544630101116613,1
1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0.0,-5.543463609051332,3
0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-5.543463609051332,4
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-5.543463609051332,1
0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0.0,-5.543463609051332,2
0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0.0,-5.543463609051332,3
0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0.0,-5.543463609051332,2
1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0.0,-5.543463609051332,4
1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0.0,-5.540988893775257,3
0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0.0,-5.540988893775257,8
1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0.0,-5.540988893775257,1
0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0.0,-5.540988893775257,2
1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0.0,-5.540988893775257,5
0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0.0,-5.540988893775257,7
1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0.0,-5.540988893775257,4
0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0.0,-5.540988893775257,5
0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0.0,-5.539822401709976,5
1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0.0,-5.539822401709976,2
0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0.0,-5.539822401709976,1
1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0.0,-5.539822401709976,2
1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0.0,-5.539822401709976,3
0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0.0,-5.539822401709976,4
0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0.0,-5.539822401709976,2
0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0.0,-5.53745832318293,3
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0.0,-5.53745832318293,1
0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0.0,-5.53745832318293,1
0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0.0,-5.53745832318293,3
0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0.0,-5.53745832318293,3
1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0.0,-5.533957336005933,3
0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0.0,-5.533957336005933,7
1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0.0,-5.533957336005933,7
0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0.0,-5.533957336005933,6
0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0.0,-5.533957336005933,7
1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0.0,-5.533957336005933,1
1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0.0,-5.533957336005933,3
0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0.0,-5.533957336005933,5
0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0.0,-5.532912674373112,2
1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0.0,-5.532912674373112,2
0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0.0,-5.532912674373112,6
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0.0,-5.532912674373112,4
1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0.0,-5.532912674373112,2
1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0.0,-5.532912674373112,4
0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0.0,-5.532912674373112,6
1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0.0,-5.532912674373112,5
0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0.0,-5.529411687196115,4
0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0.0,-5.529411687196115,7
0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0.0,-5.529411687196115,5
0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0.0,-5.529411687196115,8
1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0.0,-5.529411687196115,9
1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0.0,-5.529411687196115,6
1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0.0,-5.529411687196115,1
1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0.0,-5.529411687196115,5
0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0.0,-5.481758510481245,1
0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0.0,-5.481758510481245,2
0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0.0,-5.481758510481245,1
1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0.0,-5.481758510481245,1
1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0.0,-5.481758510481245,2
0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0.0,-5.481758510481245,2
1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0.0,-5.481758510481245,1
1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0.0,-5.481758510481245,3
0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0.0,-5.478129861622054,1
0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-5.478129861622054,2
0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0.0,-5.478129861622054,2
1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0.0,-5.478129861622054,1
1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0.0,-5.478129861622054,1
1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0.0,-5.478117303139889,1
1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0.0,-5.478117303139889,2
