0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
0,0,0,1,1,0,0,1,1,1,0,0.0,-2.117652727389917,27
0,0,0,1,1,0,1,1,1,0,0,0.0,-2.117652727389917,31
0,1,0,1,1,0,0,1,1,1,0,0.0,-2.117652727389917,19
0,0,0,1,0,1,0,1,1,1,0,0.0,-2.117652727389917,28
0,0,0,1,0,1,1,1,1,0,0,0.0,-2.117652727389917,35
0,1,0,1,1,0,1,1,1,0,0,0.0,-2.117652727389917,31
0,1,0,1,0,1,0,1,1,1,0,0.0,-2.117652727389917,26
0,1,0,1,0,1,1,1,1,0,0,0.0,-2.117652727389917,23
1,1,0,0,1,0,1,1,1,0,1,0.0,-2.114407160793297,21
1,0,0,0,1,0,1,1,1,0,1,0.0,-2.114407160793297,25
1,1,0,0,1,0,0,1,1,1,1,0.0,-2.114407160793297,23
1,1,0,0,0,1,0,1,1,1,1,0.0,-2.114407160793297,22
1,0,0,0,0,1,0,1,1,1,1,0.0,-2.114407160793297,17
1,0,0,0,1,0,0,1,1,1,1,0.0,-2.114407160793297,22
1,1,0,0,0,1,1,1,1,0,1,0.0,-2.114407160793297,17
1,0,0,0,0,1,1,1,1,0,1,0.0,-2.114407160793297,24
0,0,1,1,1,0,1,0,0,0,0,0.0,-2.11,29
0,0,1,1,1,0,0,0,0,1,0,0.0,-2.11,41
0,1,1,1,1,0,0,0,0,1,0,0.0,-2.11,27
0,1,1,1,0,1,0,0,0,1,0,0.0,-2.11,29
0,1,1,1,0,1,1,0,0,0,0,0.0,-2.11,32
0,1,1,1,1,0,1,0,0,0,0,0.0,-2.11,27
0,0,1,1,0,1,0,0,0,1,0,0.0,-2.11,30
0,0,1,1,0,1,1,0,0,0,0,0.0,-2.11,40
1,0,1,0,0,1,0,0,0,1,1,0.0,-2.10675443340338,34
1,0,1,0,1,0,0,0,0,1,1,0.0,-2.10675443340338,28
1,0,1,0,1,0,1,0,0,0,1,0.0,-2.10675443340338,35
1,0,1,0,0,1,1,0,0,0,1,0.0,-2.10675443340338,30
1,1,1,0,0,1,1,0,0,0,1,0.0,-2.10675443340338,17
1,1,1,0,1,0,1,0,0,0,1,0.0,-2.10675443340338,20
1,1,1,0,1,0,0,0,0,1,1,0.0,-2.10675443340338,28
1,1,1,0,0,1,0,0,0,1,1,0.0,-2.10675443340338,20
0,0,0,1,0,1,1,1,1,0,1,0.0,-2.034880103378613,2
0,1,0,1,0,1,1,1,1,0,1,0.0,-2.034880103378613,3
0,0,0,1,1,0,0,1,1,1,1,0.0,-2.034880103378613,5
0,1,0,1,1,0,1,1,1,0,1,0.0,-2.034880103378613,5
0,0,0,1,1,0,1,1,1,0,1,0.0,-2.034880103378613,7
0,1,0,1,0,1,0,1,1,1,1,0.0,-2.034880103378613,3
0,1,0,1,1,0,0,1,1,1,1,0.0,-2.034880103378613,8
0,0,0,1,0,1,0,1,1,1,1,0.0,-2.034880103378613,4
1,0,0,0,1,0,1,1,1,0,0,0.0,-2.027652727389917,3
