0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,1,1,0,0,0,0.0,-0.15,15
1,0,0,0,0,0,0.0,-0.15,25
1,1,0,0,0,0,0.0,-0.15,23
0,1,1,1,0,1,0.0,-0.15,34
0,1,0,1,1,1,0.0,-0.15,45
0,0,1,0,1,1,0.0,-0.15,34
0,1,0,0,1,1,0.0,-0.15,49
0,1,1,1,1,1,0.0,-0.15,28
1,1,1,1,1,0,0.0,-0.15,22
0,0,1,1,0,1,0.0,-0.15,29
1,1,1,0,1,0,0.0,-0.15,21
1,1,1,1,0,0,0.0,-0.15,23
1,0,1,1,0,0,0.0,-0.15,20
0,1,1,0,0,1,0.0,-0.15,18
0,0,0,0,1,1,0.0,-0.15,55
0,0,1,1,1,1,0.0,-0.15,39
1,0,1,0,0,0,0.0,-0.15,28
0,1,0,1,0,1,0.0,-0.15,30
1,0,0,1,1,0,0.0,-0.15,42
1,0,1,1,1,0,0.0,-0.15,28
0,0,0,1,0,1,0.0,-0.15,43
1,1,0,1,0,0,0.0,-0.15,27
1,0,1,0,1,0,0.0,-0.15,28
1,1,0,0,1,0,0.0,-0.15,32
0,0,0,0,0,1,0.0,-0.15,26
0,0,0,1,1,1,0.0,-0.15,45
0,0,1,0,0,1,0.0,-0.15,23
1,1,0,1,1,0,0.0,-0.15,42
0,1,1,0,1,1,0.0,-0.15,29
1,0,0,1,0,0,0.0,-0.15,34
0,1,0,0,0,1,0.0,-0.15,30
1,0,0,0,1,0,0.0,-0.15,33
