0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0.0,-7.9569371223776155,22
0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.0,-7.9569371223776155,32
0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0.0,-7.956877221198701,16
0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0.0,-7.956877221198701,15
1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.0,-7.954044568832044,10
1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0.0,-7.954044568832044,26
1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0.0,-7.953984667653131,17
1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0.0,-7.953984667653131,7
0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-7.9537980508300645,17
0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0.0,-7.9537980508300645,22
0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0.0,-7.95373814965115,15
0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0.0,-7.95373814965115,12
0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0.0,-7.952391473567795,10
0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0.0,-7.952391473567795,12
0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-7.952331572388882,10
0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0.0,-7.952331572388882,8
1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0.0,-7.950905497284493,12
1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-7.950905497284493,13
1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0.0,-7.95084559610558,6
1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0.0,-7.95084559610558,12
1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0.0,-7.9494989200222275,8
1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0.0,-7.9494989200222275,10
1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0.0,-7.949439018843313,7
1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-7.949439018843313,7
0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0.0,-7.949252402020244,13
0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0.0,-7.949252402020244,10
0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0.0,-7.949192500841331,5
0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0.0,-7.949192500841331,16
1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0.0,-7.9463598484746765,4
1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0.0,-7.9463598484746765,4
