0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,1,1,0.0,-5.456274129329828,379
0,1,1,0,0,0,0,0.0,-5.4539918009120765,254
1,0,0,0,1,1,1,0.0,-5.321808753915886,86
0,1,1,1,0,0,0,0.0,-5.3216082302275485,45
0,1,0,0,1,1,0,0.0,-5.275606245353203,59
1,0,0,1,1,1,0,0.0,-5.272903171548654,42
0,1,1,0,0,0,1,0.0,-5.271801416883227,48
1,0,1,1,0,0,1,0.0,-5.264273803007247,30
0,1,1,0,1,0,0,0.0,-5.195516362923552,21
1,0,0,1,0,1,1,0.0,-5.191452959937827,23
0,1,1,1,0,0,1,0.0,-5.039216969041919,4
1,0,0,0,1,1,0,0.0,-5.038236918977932,7
1,1,0,0,1,1,0,0.0,-4.8940739834365425,1
1,0,1,1,0,1,1,0.0,-4.790399326843118,1
