0,1,2,3,chain_break_fraction,energy,num_occurrences
1,1,0,0,0.0,-102.88,554
0,0,1,1,0.0,-102.88,634
0,0,0,1,0.0,-100.0,384
1,1,1,0,0.0,-99.99999999999999,428
