0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,chain_break_fraction,energy,num_occurrences
1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0.0,-577.21,596
0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0.0,-577.21,645
1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0.0,-556.36,67
0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0.0,-556.36,71
1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0.0,-554.7500000000001,87
0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0.0,-554.75,330
1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0.0,-539.9300000000001,17
0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0.0,-539.9300000000001,16
1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0.0,-533.9000000000001,13
0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,-533.9,35
0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0.0,-524.11,10
1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0.0,-524.11,6
0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0.0,-522.76,12
1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0.0,-522.76,6
0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0.0,-519.08,1
1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0.0,-519.08,2
1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0.0,-517.47,6
0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0.0,-517.47,8
1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0.0,-514.86,12
0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0.0,-514.86,17
0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,-513.05,1
1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0.0,-513.0500000000001,2
0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0.0,-502.9800000000001,2
1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0.0,-502.98,1
0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,-502.39000000000004,2
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0.0,-501.91,1
1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0.0,-501.90999999999997,1
0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0.0,-501.65,5
0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0.0,-496.62000000000006,2
1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0.0,-496.02000000000004,1
0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0.0,-494.90000000000003,2
0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0.0,-494.01000000000005,1
1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0.0,-494.01000000000005,1
0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.0,-492.40000000000003,4
1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0.0,-492.20000000000005,3
1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0.0,-491.44,1
0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0.0,-485.47999999999996,1
0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0.0,-480.52,1
0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0.0,-479.45,1
1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.0,-477.2100000000001,1
0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0.0,-475.77,1
0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0.0,-473.56000000000006,1
0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0.0,-468.98,1
0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-467.89,1
1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0.0,-461.76,1
1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0.0,-460.40999999999997,1
0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0.0,-450.7,1
1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0.0,-424.11,1
1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0.0,-408.03999999999996,1
