0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0.0,-559.05,266
1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0.0,-559.05,365
0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0.0,-547.87,84
1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0.0,-547.87,125
0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0.0,-546.39,271
1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0.0,-546.3899999999999,99
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0.0,-542.1600000000001,82
1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0.0,-542.16,59
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0.0,-535.21,97
1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0.0,-535.2099999999999,33
0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0.0,-530.98,36
1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.0,-530.98,24
1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0.0,-529.4999999999999,15
0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0.0,-529.5,64
1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0.0,-518.3199999999999,5
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0.0,-518.3199999999999,27
0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0.0,-516.96,12
1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0.0,-516.96,12
0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0.0,-516.76,7
1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0.0,-516.7600000000001,23
1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,-509.69000000000005,20
0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0.0,-509.69000000000005,8
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0.0,-508.49,4
1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0.0,-508.48999999999995,2
0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0.0,-505.78000000000003,8
1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0.0,-505.78,4
0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0.0,-505.58000000000004,6
1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0.0,-505.58000000000004,6
0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0.0,-504.3,4
1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0.0,-504.30000000000007,1
0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0.0,-504.09999999999997,5
1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0.0,-504.1,5
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0.0,-502.2,1
1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0.0,-502.20000000000005,4
0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0.0,-500.07000000000005,6
0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0.0,-499.87000000000006,1
1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0.0,-499.87000000000006,2
