0,1,2,3,4,5,6,7,8,9,chain_break_fraction,energy,num_occurrences
1,0,1,0,0,0,1,0,0,1,0.0,-395.27,656
0,1,0,1,1,1,0,1,1,0,0.0,-395.27,859
0,1,0,1,0,0,1,1,1,0,0.0,-372.81,152
1,0,1,0,1,1,0,0,0,1,0.0,-372.80999999999995,185
1,0,1,0,0,1,1,0,0,1,0.0,-342.16999999999996,10
0,1,0,1,1,0,0,1,1,0,0.0,-342.17,13
1,0,0,0,0,0,1,0,0,1,0.0,-340.82,6
0,1,1,1,1,1,0,1,1,0,0.0,-340.82000000000005,9
1,1,0,1,0,0,1,1,0,0,0.0,-332.92,11
0,0,1,0,1,1,0,0,1,1,0.0,-332.92,24
0,0,1,0,1,1,0,1,1,1,0.0,-331.11,18
1,1,0,1,0,0,1,0,0,0,0.0,-331.10999999999996,14
1,0,1,0,0,0,0,0,0,1,0.0,-320.45,2
0,1,0,1,1,1,1,1,1,0,0.0,-320.45,1
1,0,1,0,1,0,0,0,0,1,0.0,-319.71,3
0,1,0,1,0,1,1,1,1,0,0.0,-319.71000000000004,1
0,1,1,1,0,0,1,1,1,0,0.0,-318.36,1
1,0,0,0,1,1,0,0,0,1,0.0,-318.36,1
1,0,1,0,0,0,1,0,0,0,0.0,-314.08,2
0,1,0,1,1,1,0,1,1,1,0.0,-314.08000000000004,5
0,0,1,0,0,0,1,0,1,1,0.0,-310.46,2
1,1,0,1,1,1,0,1,0,0,0.0,-310.46000000000004,3
0,0,1,0,0,0,1,1,1,1,0.0,-308.65,3
1,1,0,1,1,1,0,0,0,0,0.0,-308.65,5
0,1,0,1,0,0,0,1,1,0,0.0,-297.99,2
0,1,0,1,1,1,0,1,0,0,0.0,-295.27,1
1,0,1,0,0,0,1,0,1,1,0.0,-295.27,2
0,1,0,1,0,0,1,1,1,1,0.0,-291.62,2
1,1,0,1,0,1,1,1,0,0,0.0,-279.82000000000005,1
1,1,1,1,0,0,1,1,0,0,0.0,-278.46999999999997,1
1,1,0,0,1,1,0,0,0,1,0.0,-272.81,1
0,1,0,1,1,1,0,0,1,0,0.0,-268.76000000000005,1
0,1,1,1,1,1,1,1,1,0,0.0,-266.00000000000006,1
0,0,0,0,0,0,1,1,1,1,0.0,-254.2,1
0,0,1,0,0,0,1,1,0,1,0.0,-208.64999999999998,1
