0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,chain_break_fraction,energy,num_occurrences
1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0.0,-559.05,447
0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0.0,-559.05,438
1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0.0,-547.8699999999999,137
0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0,-547.87,139
0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0.0,-546.39,168
1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.0,-546.39,269
0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0.0,-535.21,58
1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0.0,-535.2099999999999,64
0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0.0,-516.9599999999999,8
1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.0,-516.9599999999999,16
0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0.0,-516.76,5
1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0.0,-516.76,17
1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0.0,-509.69000000000005,12
0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0.0,-509.69,35
1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0.0,-505.77999999999986,5
0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0.0,-505.78,7
1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0.0,-505.5799999999999,4
0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0.0,-505.58,4
1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0.0,-504.29999999999995,3
0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0.0,-504.3,5
0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.0,-504.09999999999997,3
1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-504.1,13
1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.0,-502.19999999999993,2
0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0.0,-502.2,6
1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0.0,-498.75,2
0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0.0,-498.74999999999983,6
1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0.0,-498.51,8
0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0.0,-498.51,18
0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,-498.21,3
1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0.0,-498.21000000000004,5
1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.0,-497.03,9
0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0.0,-497.03000000000003,6
0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0.0,-492.91999999999996,2
1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0.0,-492.91999999999996,4
1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0.0,-492.34999999999997,2
0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0.0,-492.35,2
0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,-492.03000000000003,1
1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0.0,-492.03,1
1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0.0,-491.01999999999987,2
0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0.0,-491.02,1
0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0.0,-489.54,4
1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0.0,-489.5400000000001,1
0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0.0,-487.5699999999998,2
1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0.0,-487.14,2
1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0.0,-487.03000000000003,1
1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0.0,-486.09000000000003,1
0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0.0,-486.09,1
1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.0,-485.84999999999997,2
0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0.0,-485.85,6
0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0.0,-485.55,2
