0,1,2,3,4,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,0.0,-102.88,454
1,1,0,0,0,0.0,-102.88,537
0,0,1,0,1,0.0,-100.0,321
1,1,0,1,0,0.0,-99.99999999999999,394
0,0,1,1,0,0.0,-85.39,58
1,1,0,0,1,0.0,-85.39,118
0,0,1,0,0,0.0,-82.51,35
1,1,0,1,1,0.0,-82.50999999999999,80
0,1,0,1,0,0.0,-2.88,1
1,1,1,0,1,0.0,-2.8799999999999883,1
1,0,1,0,1,0.0,-2.8800000000000026,1
