0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,chain_break_fraction,energy,num_occurrences
1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0.0,-607.9499999999999,352
0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0.0,-607.95,295
1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0.0,-600.4099999999999,147
0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0.0,-600.4100000000001,127
1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0.0,-598.9799999999999,237
0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0.0,-598.98,158
0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0.0,-591.44,58
1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0.0,-591.4399999999999,110
1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0.0,-588.3299999999999,52
0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0.0,-588.33,23
0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0.0,-580.79,7
1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0.0,-580.7899999999998,21
0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0.0,-579.3599999999999,22
1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0.0,-579.3599999999999,34
0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0.0,-571.8199999999999,7
1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0.0,-571.8199999999999,8
1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0.0,-570.52,11
0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0.0,-570.52,5
1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0.0,-563.7599999999999,7
0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0.0,-563.76,4
0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0.0,-563.4799999999999,11
1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0.0,-563.48,20
1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0.0,-562.98,5
0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0.0,-562.98,7
1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0.0,-561.55,3
0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0.0,-561.5500000000001,4
0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0.0,-555.9399999999999,6
1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0.0,-555.94,5
0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0.0,-555.77,1
1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.0,-555.77,4
0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0.0,-554.79,2
1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0.0,-554.79,6
0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0.0,-554.51,8
1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0.0,-554.5100000000001,11
1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0.0,-554.01,2
1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0.0,-552.91,7
0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0.0,-552.9100000000001,8
0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0.0,-552.3799999999999,7
1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0.0,-552.3800000000001,8
1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0.0,-550.9,3
