0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,1,0,1,1,1,0,0.0,-5.456274129329828,386
0,0,1,0,0,0,1,0.0,-5.4539918009120765,266
1,0,0,1,1,1,0,0.0,-5.321808753915886,50
0,1,1,0,0,0,1,0.0,-5.3216082302275485,60
0,0,1,1,1,0,0,0.0,-5.275606245353203,29
1,1,0,1,1,0,0,0.0,-5.272903171548654,37
0,0,1,0,0,1,1,0.0,-5.271801416883227,38
1,1,0,0,0,1,1,0.0,-5.264273803007247,78
0,0,1,1,0,0,1,0.0,-5.195516362923552,10
1,1,0,0,1,1,0,0.0,-5.191452959937827,32
0,1,1,0,0,1,1,0.0,-5.039216969041919,6
1,0,0,1,1,0,0,0.0,-5.038236918977932,3
1,0,1,1,1,0,0,0.0,-4.8940739834365425,1
1,1,0,0,1,1,1,0.0,-4.790399326843118,2
0,0,1,0,1,0,1,0.0,-4.488789469926395,1
0,1,1,0,1,0,0,0.0,-3.9739561726771986,1
