0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
1,1,0,0,0,1,1,0,0,0.0,-1.31,40
1,1,0,0,1,1,0,0,0,0.0,-1.31,42
1,0,0,0,1,1,0,1,1,0.0,-1.31,22
0,1,0,0,1,1,0,1,0,0.0,-1.31,19
0,0,0,0,0,1,1,0,1,0.0,-1.31,53
0,1,0,0,0,1,1,1,0,0.0,-1.31,43
1,0,0,0,1,1,0,0,1,0.0,-1.31,31
1,1,0,0,1,1,0,1,0,0.0,-1.31,25
0,1,0,0,0,1,1,0,0,0.0,-1.31,62
0,1,0,0,1,1,0,0,0,0.0,-1.31,24
0,0,0,0,1,1,0,0,1,0.0,-1.31,31
1,0,0,0,0,1,1,1,1,0.0,-1.31,51
1,1,0,0,0,1,1,1,0,0.0,-1.31,35
1,0,0,0,0,1,1,0,1,0.0,-1.31,44
0,0,0,0,0,1,1,1,1,0.0,-1.31,48
0,0,0,0,1,1,0,1,1,0.0,-1.31,31
0,0,1,1,1,0,0,0,1,0.0,-1.302148582090049,10
0,0,1,1,0,0,1,1,1,0.0,-1.302148582090049,22
1,1,1,1,0,0,1,1,0,0.0,-1.302148582090049,29
0,1,1,1,1,0,0,0,0,0.0,-1.302148582090049,23
1,0,1,1,1,0,0,1,1,0.0,-1.302148582090049,13
0,1,1,1,0,0,1,1,0,0.0,-1.302148582090049,21
1,1,1,1,1,0,0,0,0,0.0,-1.302148582090049,21
1,0,1,1,1,0,0,0,1,0.0,-1.302148582090049,24
0,1,1,1,0,0,1,0,0,0.0,-1.302148582090049,48
1,1,1,1,1,0,0,1,0,0.0,-1.302148582090049,13
1,0,1,1,0,0,1,0,1,0.0,-1.302148582090049,41
0,0,1,1,1,0,0,1,1,0.0,-1.302148582090049,13
1,0,1,1,0,0,1,1,1,0.0,-1.302148582090049,19
0,1,1,1,1,0,0,1,0,0.0,-1.302148582090049,18
1,1,1,1,0,0,1,0,0,0.0,-1.302148582090049,23
0,0,1,1,0,0,1,0,1,0.0,-1.302148582090049,38
0,0,0,0,1,1,0,1,0,0.0,-1.08,2
0,1,0,0,0,1,1,0,1,0.0,-1.077227375988696,1
1,1,1,0,1,0,0,1,0,0.0,-1.07,3
1,1,1,0,0,0,1,0,0,0.0,-1.07,1
0,0,1,0,0,0,1,1,1,0.0,-1.07,2
0,1,0,1,0,1,1,1,0,0.0,-1.0681286709227866,1
1,1,1,0,0,1,1,0,0,0.0,-1.0613082297192096,2
0,1,1,0,0,1,1,0,0,0.0,-1.0613082297192096,3
0,0,1,0,0,1,1,0,1,0.0,-1.0613082297192096,2
1,1,1,0,0,1,1,1,0,0.0,-1.0613082297192096,1
1,0,1,0,0,1,1,1,1,0.0,-1.0613082297192096,1
0,0,0,1,0,0,1,0,1,0.0,-1.05,1
0,0,0,0,1,1,1,1,1,0.0,-0.8641846290655262,1
0,1,0,0,0,1,0,0,0,0.0,-0.86,1
1,1,0,0,0,1,0,0,0,0.0,-0.86,1
