0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0.0,-7.726380959041958,14
0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0.0,-7.726380959041958,13
1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0.0,-7.723488405496388,17
1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0.0,-7.723488405496388,18
0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0.0,-7.723241887494407,24
0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0.0,-7.723241887494407,17
0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0.0,-7.721835310232139,3
0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0.0,-7.721835310232139,12
1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0.0,-7.720349333948837,42
1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0.0,-7.720349333948837,20
1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0.0,-7.71894275668657,6
1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0.0,-7.71894275668657,5
0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0.0,-7.718696238684588,6
0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0.0,-7.718696238684588,10
0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0.0,-7.717422008907611,16
0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0.0,-7.717422008907611,14
1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0.0,-7.715803685139019,6
1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0.0,-7.715803685139019,14
1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0.0,-7.714529455362041,11
1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0.0,-7.714529455362041,21
