0,1,2,3,4,5,6,7,8,9,10,11,12,13,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.0,-364.49,273
1,1,0,0,1,1,0,1,1,0,1,0,1,1,0.0,-364.4899999999999,500
1,0,0,1,0,0,1,1,0,1,1,1,1,0,0.0,-329.59000000000015,27
0,1,1,0,1,1,0,0,1,0,0,0,0,1,0.0,-329.59,327
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0.0,-327.14,64
0,1,1,0,1,1,0,1,1,0,0,0,0,1,0.0,-327.14,118
1,0,0,1,0,0,1,1,0,1,1,1,1,1,0.0,-315.67000000000013,13
0,1,1,0,1,1,0,0,1,0,0,0,0,0,0.0,-315.66999999999996,120
0,1,1,0,1,1,0,1,1,0,0,0,0,0,0.0,-313.22,56
1,0,0,1,0,0,1,0,0,1,1,1,1,1,0.0,-313.21999999999997,57
1,0,1,1,0,0,1,0,0,1,1,1,1,0,0.0,-313.13,24
0,1,0,0,1,1,0,1,1,0,0,0,0,1,0.0,-313.13,39
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.0,-307.0299999999999,28
0,1,1,0,1,1,0,1,1,0,0,0,1,0,0.0,-307.03,44
1,1,0,0,1,1,0,1,1,0,1,0,1,0,0.0,-304.5899999999999,22
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-304.59000000000003,18
1,0,1,1,0,0,1,0,0,1,1,1,1,1,0.0,-299.21,23
0,1,0,0,1,1,0,1,1,0,0,0,0,0,0.0,-299.21000000000004,17
1,1,1,0,1,1,0,1,1,0,0,0,1,1,0.0,-293.63000000000005,31
0,0,0,1,0,0,1,0,0,1,1,1,0,0,0.0,-293.63,11
0,1,0,0,1,1,0,1,1,0,0,0,1,0,0.0,-293.02,10
1,0,1,1,0,0,1,0,0,1,1,1,0,1,0.0,-293.0199999999999,10
1,0,0,1,0,1,1,1,0,1,1,1,1,1,0.0,-286.4699999999999,4
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.0,-286.47,33
1,1,0,0,1,1,0,1,1,0,0,0,1,1,0.0,-279.62000000000006,11
0,0,1,1,0,0,1,0,0,1,1,1,0,0,0.0,-279.62000000000006,14
1,1,0,0,1,0,0,1,1,0,1,0,1,0,0.0,-279.29,13
0,0,1,1,0,1,1,0,0,1,0,1,0,1,0.0,-279.28999999999996,3
1,1,0,0,1,0,0,1,1,0,1,0,1,1,0.0,-274.69,15
0,0,1,1,0,1,1,0,0,1,0,1,0,0,0.0,-274.68999999999994,3
1,0,0,1,0,0,1,0,0,1,1,1,0,0,0.0,-263.98999999999995,1
0,1,1,0,1,1,0,1,1,0,0,0,1,1,0.0,-263.98999999999995,2
1,1,0,1,1,0,0,1,1,0,1,0,1,0,0.0,-260.5,1
1,1,0,1,1,0,0,1,1,0,1,0,1,1,0.0,-255.89999999999992,3
0,0,1,0,0,1,1,0,0,1,0,1,0,0,0.0,-255.89999999999998,1
0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0,-255.52000000000004,1
1,1,0,1,1,1,0,1,1,0,1,0,1,1,0.0,-255.5199999999998,4
1,0,1,1,0,1,1,1,0,1,0,1,1,1,0.0,-253.7299999999999,2
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0.0,-253.72999999999996,10
0,1,0,0,1,1,0,1,1,0,0,0,1,1,0.0,-249.97999999999996,1
1,0,1,1,0,0,1,0,0,1,1,1,0,0,0.0,-249.97999999999996,1
1,1,0,1,1,1,0,1,1,1,1,0,1,1,0.0,-247.64999999999984,2
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,-247.65,5
1,0,0,1,0,0,1,1,0,1,0,1,1,0,0.0,-241.68000000000006,1
0,1,1,0,1,1,0,0,1,0,1,0,0,1,0.0,-241.68,6
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0.0,-240.40999999999997,3
0,0,1,0,1,1,0,1,1,0,0,0,0,0,0.0,-237.96000000000004,1
1,0,0,1,0,1,1,1,0,1,1,1,1,0,0.0,-235.88999999999993,1
0,1,1,0,1,0,0,0,1,0,0,0,0,1,0.0,-235.89,2
0,1,0,0,1,1,0,0,1,0,1,0,0,1,0.0,-234.99000000000004,3
1,1,1,0,1,1,0,1,1,0,0,0,1,0,0.0,-233.73000000000002,2
0,1,1,0,1,1,0,0,1,0,1,0,0,0,0.0,-227.76,1
0,1,1,0,1,0,0,0,1,0,1,0,0,0,0.0,-225.71999999999997,1
1,1,1,1,0,0,1,0,0,1,1,1,1,1,0.0,-223.95000000000005,1
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,-222.42000000000002,1
1,1,0,0,1,1,0,1,1,0,0,0,1,0,0.0,-219.72000000000003,1
0,1,0,0,1,0,0,0,1,0,1,0,0,1,0.0,-203.15,1
1,1,1,0,1,1,0,1,1,0,1,0,1,1,0.0,-194.49999999999994,2
1,1,0,1,1,1,1,1,1,1,1,0,1,1,0.0,-189.0899999999998,1
0,1,1,0,1,1,0,0,1,1,0,0,0,1,0.0,-166.39999999999998,3
0,1,0,0,1,0,0,1,1,0,0,0,0,0,0.0,-155.53000000000003,1
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,-130.48000000000002,1
0,1,1,0,1,1,0,0,1,0,0,0,0,0,0.07142857142857142,-315.66999999999996,1
0,1,1,0,1,1,0,0,1,1,0,0,1,0,0.0,-86.95000000000006,1
0,1,1,0,1,0,0,1,1,0,0,0,0,1,0.0,-84.25999999999999,1
0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.0,26.79999999999997,1
0,1,0,0,1,1,0,1,1,0,0,0,1,1,0.07142857142857142,-249.97999999999996,1
