0,1,2,chain_break_fraction,energy,num_occurrences
0,1,0,0.0,-100.0,939
1,0,1,0.0,-100.0,1057
0,0,0,0.0,0.0,1
1,1,1,0.0,0.0,1
0,0,1,0.0,0.0,1
1,1,0,0.0,0.0,1
