0,1,2,3,chain_break_fraction,energy,num_occurrences
0,1,1,1,0.0,-147.85000000000002,781
1,0,0,0,0.0,-147.85,1200
0,0,0,1,0.0,-88.04,6
1,1,1,0,0.0,-88.03999999999999,13
