0,1,2,3,4,chain_break_fraction,energy,num_occurrences
1,0,0,0,1,0.0,-71.28999999999999,945
0,1,1,1,0,0.0,-71.29,511
1,1,0,0,1,0.0,-60.50999999999999,234
0,0,1,1,0,0.0,-60.510000000000005,176
1,0,0,0,0,0.0,-47.85,59
0,1,1,1,1,0.0,-47.849999999999994,48
1,1,0,0,0,0.0,-34.71,16
0,0,1,1,1,0.0,-34.709999999999994,7
1,1,1,0,1,0.0,-8.829999999999998,1
0,0,0,1,0,0.0,-8.83,1
0,0,0,0,0,0.0,0.0,1
1,0,1,1,1,0.0,13.139999999999986,1
