0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,chain_break_fraction,energy,num_occurrences
0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.0,-757.2800000000001,3
1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0.0,-757.2800000000007,2
1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0.0,-755.4000000000002,2
0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0.0,-755.3999999999999,1
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,-751.3399999999999,2
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,-732.44,6
0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0.0,-721.7900000000003,4
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,-718.94,1
1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0.0,-716.3500000000003,2
1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0.0,-712.1900000000002,1
0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,-710.5200000000001,1
1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0.0,-707.5500000000002,1
0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0.0,-696.9800000000002,1
1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0.0,-696.6200000000002,1
0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0.0,-681.6499999999999,2
0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0.0,-681.0,1
0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0.0,-668.4899999999999,2
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0.0,-652.8699999999999,2
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0.0,-645.2,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,-633.0,2
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.047619047619047616,-859.5,1
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0.0,-623.8299999999997,1
1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0.0,-621.45,1
1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0.047619047619047616,-621.07,1
0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0.0,-606.38,1
0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0.0,-592.5899999999999,1
0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0.0,-553.32,1
0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0.0,-520.87,1
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-495.5200000000001,1
