0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.0,-500.01,649
1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0.0,-500.01000000000005,774
0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-484.9399999999999,212
1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-484.94,210
1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-451.7999999999998,35
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-451.80000000000007,29
1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0.0,-411.5799999999993,1
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0.0,-411.5800000000001,2
1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0.0,-402.36999999999995,5
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.0,-402.37,12
1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0.0,-384.68999999999977,13
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.0,-384.69,6
1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0.0,-368.26999999999987,4
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0,-368.27,7
0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.0,-361.87,1
1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0.0,-361.86999999999995,2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.0,-357.56000000000006,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0.0,-357.5600000000001,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,-349.68,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0.0,-349.6800000000001,1
1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.0,-337.17999999999995,1
0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-312.06,1
1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-312.0599999999999,1
0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0.0,-310.77,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,-309.95,4
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0.0,-304.95,2
0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0.0,-304.0,1
1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0.0,-301.10999999999984,1
0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0.0,-295.4399999999999,2
1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0.0,-295.44,5
0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0.0,-287.05,1
1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0.0,-286.72999999999996,1
0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0.0,-281.93999999999977,2
1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.0,-281.94,1
0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0.0,-281.84999999999997,1
0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0.0,-281.1099999999999,1
1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-278.72,1
0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0.0,-272.75999999999976,1
1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0.0,-258.33,1
1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0.0,-257.47000000000014,1
0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-253.97999999999945,1
0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0,-246.36999999999995,1
1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0.058823529411764705,-500.01000000000005,1
0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0.0,-117.15999999999995,1
