0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,chain_break_fraction,energy,num_occurrences
1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0.0,-539.2200000000004,567
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,-539.22,204
0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.0,-539.0,498
1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0.0,-539.0,452
0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.0,-511.63,100
1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0.0,-511.63000000000017,87
1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0.0,-490.07000000000005,12
0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.0,-490.07,10
1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0.0,-462.7000000000003,5
0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,-462.70000000000005,7
1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0.0,-453.9700000000003,5
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-453.97,1
0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.0,-441.60999999999996,1
1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0.0,-441.61,4
1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0.0,-408.33000000000027,2
0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.0,-408.33000000000004,8
1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0.0,-399.60000000000025,10
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,-399.6,2
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0,-381.83000000000004,1
1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0.0,-381.8300000000004,2
1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0.0,-376.1500000000003,1
0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.0,-365.45000000000005,1
0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0.0,-365.23,3
0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0.0,-357.8900000000001,3
1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0.0,-357.89,1
0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0.0,-354.1,2
1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0.0,-345.3700000000001,1
1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0,-343.3700000000003,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,-328.0,1
0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0.0,-322.46,1
1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.0,-319.61000000000007,1
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0,-302.53,1
1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0.0,-302.5300000000003,2
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.0,-274.94,1
1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0.0,-273.93000000000035,1
1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0.0,-239.80999999999995,1
