0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,0,0,0,0,0,0,0.0,-22.91,1053
0,1,1,1,1,1,1,0.0,-22.90999999999991,744
0,0,0,0,0,0,0,0.0,0.0,84
1,1,1,1,1,1,1,0.0,1.7053025658242404e-13,71
1,0,0,0,0,1,0,0.0,24.330000000000002,15
0,1,1,1,1,0,1,0.0,24.329999999999984,13
1,1,0,1,0,0,0,0.0,40.05000000000001,3
0,0,1,0,1,1,1,0.0,40.049999999999955,8
1,1,1,1,1,0,1,0.0,47.240000000000066,3
1,1,0,0,0,0,0,0.0,55.5,2
1,1,0,0,0,1,0,0.0,67.04,1
0,0,1,1,1,0,1,0.0,67.04000000000002,1
1,0,1,0,0,1,0,0.0,95.73000000000002,1
0,1,0,1,1,0,1,0.0,95.73000000000005,1
